order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,age_group,delivery_speed,gross_amount,discount_amount,net_revenue,net_profit,is_unprofitable
O109361,C11522,P207116,Electronics,564.68,0.0,1,UPI,2024-03-27,4,North,0,564.68,8.91,58.85,34,Male,26-35,Standard (4-7 days),564.68,0.0,564.68,58.85,0
O109362,C16568,P202928,Sports,312.02,0.05,1,Debit Card,2024-04-09,5,West,0,296.42,8.08,80.85,44,Female,36-50,Standard (4-7 days),312.02,15.599999999999966,296.42,80.85,0
O109363,C12601,P228179,Sports,284.9,0.1,1,Wallet,2024-10-16,6,East,0,256.41,8.36,68.56,20,Female,18-25,Standard (4-7 days),284.9,28.489999999999952,256.41,68.56,0
O109364,C12657,P222134,Fashion,7.81,0.2,1,Debit Card,2024-04-22,5,East,0,6.25,2.98,-0.79,69,Male,65+,Standard (4-7 days),7.81,1.5599999999999996,6.25,-0.79,1
O109365,C16080,P239262,Electronics,716.66,0.0,3,Credit Card,2025-04-26,5,East,0,2149.98,10.7,247.3,34,Female,26-35,Standard (4-7 days),2149.98,0.0,2149.98,247.3,0
O109366,C15662,P234440,Sports,96.83,0.1,1,UPI,2024-09-26,3,North,0,87.15,6.51,19.63,20,Male,18-25,Fast (1-3 days),96.83,9.679999999999993,87.15,19.63,0
O109367,C17325,P208190,Sports,63.76,0.1,1,PayPal,2024-07-14,3,Central,0,57.38,5.98,11.23,29,Female,26-35,Fast (1-3 days),63.76,6.3799999999999955,57.38,11.23,0
O109368,C12159,P223828,Electronics,657.03,0.05,3,COD,2025-01-05,7,East,0,1872.54,11.38,213.32,57,Male,51-65,Standard (4-7 days),1971.09,98.54999999999995,1872.54,213.32,0
O109369,C12449,P204350,Sports,168.47,0.0,5,Credit Card,2025-06-28,5,South,0,842.35,10.98,241.72,22,Female,18-25,Standard (4-7 days),842.35,0.0,842.35,241.72,0
O109370,C13830,P234055,Grocery,10.37,0.05,1,Credit Card,2025-07-20,3,North,0,9.85,3.86,-3.07,57,Male,51-65,Fast (1-3 days),10.37,0.5199999999999996,9.85,-3.07,1
O109371,C10121,P243686,Electronics,221.88,0.2,1,UPI,2024-05-13,4,West,0,177.5,8.3,13.0,54,Female,51-65,Standard (4-7 days),221.88,44.379999999999995,177.5,13.0,0
O109372,C14368,P216036,Beauty,18.67,0.05,1,UPI,2023-10-04,3,Central,0,17.74,5.01,2.97,48,Male,36-50,Fast (1-3 days),18.67,0.9300000000000033,17.74,2.97,0
O109373,C11317,P228700,Sports,47.69,0.1,3,Debit Card,2025-04-02,6,West,0,128.76,6.94,31.69,30,Male,26-35,Standard (4-7 days),143.07,14.310000000000002,128.76,31.69,0
O109374,C14493,P206610,Fashion,61.1,0.0,1,Debit Card,2024-02-26,3,North,0,61.1,5.82,15.56,32,Male,26-35,Fast (1-3 days),61.1,0.0,61.1,15.56,0
O109375,C12518,P242018,Sports,228.88,0.05,5,Credit Card,2024-02-27,4,Central,0,1087.18,9.48,316.67,47,Male,36-50,Standard (4-7 days),1144.4,57.22000000000003,1087.18,316.67,0
O109376,C15080,P229420,Toys,7.67,0.0,1,Debit Card,2025-01-27,5,South,0,7.67,3.15,-0.08,28,Female,26-35,Standard (4-7 days),7.67,0.0,7.67,-0.08,1
O109377,C11230,P225177,Toys,36.34,0.1,1,UPI,2024-04-28,6,West,0,32.71,5.9,7.18,46,Female,36-50,Standard (4-7 days),36.34,3.6300000000000026,32.71,7.18,0
O109378,C11133,P227850,Fashion,27.0,0.0,1,UPI,2025-01-09,4,South,0,27.0,4.22,5.23,41,Female,36-50,Standard (4-7 days),27.0,0.0,27.0,5.23,0
O109379,C17607,P239651,Toys,4.78,0.0,4,Debit Card,2025-02-20,4,Central,0,19.12,5.49,2.16,44,Female,36-50,Standard (4-7 days),19.12,0.0,19.12,2.16,0
O109380,C11301,P211170,Home,15.44,0.0,1,PayPal,2024-11-28,5,East,0,15.44,3.48,0.84,35,Female,26-35,Standard (4-7 days),15.44,0.0,15.44,0.84,0
O109381,C14034,P249282,Fashion,37.09,0.0,3,UPI,2025-02-26,4,West,0,111.27,7.48,31.46,64,Male,51-65,Standard (4-7 days),111.27000000000001,1.4210854715202004e-14,111.27,31.46,0
O109382,C17735,P240812,Electronics,323.02,0.0,1,PayPal,2024-09-19,4,West,0,323.02,8.13,30.63,32,Female,26-35,Standard (4-7 days),323.02,0.0,323.02,30.63,0
O109383,C11910,P241070,Grocery,1.08,0.0,3,PayPal,2024-05-08,5,East,0,3.24,4.45,-4.19,68,Male,65+,Standard (4-7 days),3.24,0.0,3.24,-4.19,1
O109384,C16712,P227147,Home,149.22,0.0,1,Debit Card,2023-09-28,6,West,0,149.22,6.62,35.16,66,Male,65+,Standard (4-7 days),149.22,0.0,149.22,35.16,0
O109385,C11505,P235502,Toys,16.37,0.05,1,Debit Card,2024-01-10,6,North,0,15.55,5.29,0.93,29,Male,26-35,Standard (4-7 days),16.37,0.8200000000000003,15.55,0.93,0
O109386,C17970,P225406,Electronics,1986.49,0.0,3,Debit Card,2024-03-22,5,West,0,5959.47,11.35,703.79,20,Female,18-25,Standard (4-7 days),5959.47,0.0,5959.47,703.79,0
O109387,C13185,P201066,Toys,4.17,0.0,1,Debit Card,2025-05-05,5,West,0,4.17,2.91,-1.24,57,Male,51-65,Standard (4-7 days),4.17,0.0,4.17,-1.24,1
O109388,C11916,P204970,Electronics,446.77,0.0,2,Credit Card,2025-04-08,5,East,0,893.54,10.84,96.38,58,Male,51-65,Standard (4-7 days),893.54,0.0,893.54,96.38,0
O109389,C17040,P249436,Electronics,129.52,0.15,1,PayPal,2025-03-03,5,West,0,110.09,7.12,6.09,21,Female,18-25,Standard (4-7 days),129.52,19.430000000000007,110.09,6.09,0
O109390,C14915,P223350,Grocery,4.04,0.0,1,Debit Card,2024-09-15,7,East,0,4.04,3.29,-2.97,29,Male,26-35,Standard (4-7 days),4.04,0.0,4.04,-2.97,1
O109391,C16996,P229235,Electronics,56.14,0.0,1,Credit Card,2025-03-17,7,East,0,56.14,6.27,0.47,48,Female,36-50,Standard (4-7 days),56.14,0.0,56.14,0.47,0
O109392,C13548,P240562,Home,10.86,0.05,2,Credit Card,2025-08-11,4,West,1,20.63,5.66,0.12,62,Male,51-65,Standard (4-7 days),21.72,1.0899999999999999,0.0,0.0,0
O109393,C12757,P204114,Toys,6.06,0.0,1,Debit Card,2025-08-14,4,West,0,6.06,4.18,-1.76,54,Male,51-65,Standard (4-7 days),6.06,0.0,6.06,-1.76,1
O109394,C11956,P228154,Toys,5.8,0.1,1,PayPal,2025-06-03,5,East,0,5.22,3.17,-1.08,60,Male,51-65,Standard (4-7 days),5.8,0.5800000000000001,5.22,-1.08,1
O109395,C16464,P245602,Home,10.06,0.0,1,Credit Card,2024-03-16,4,West,0,10.06,1.59,1.23,44,Male,36-50,Standard (4-7 days),10.06,0.0,10.06,1.23,0
O109396,C10178,P249199,Beauty,33.94,0.0,2,Debit Card,2023-09-20,5,East,0,67.88,6.39,24.16,39,Male,36-50,Standard (4-7 days),67.88,0.0,67.88,24.16,0
O109397,C10896,P238906,Beauty,20.16,0.0,3,UPI,2023-11-10,5,East,0,60.48,5.21,22.01,40,Male,36-50,Standard (4-7 days),60.480000000000004,7.105427357601002e-15,60.48,22.01,0
O109398,C16362,P228890,Electronics,213.94,0.1,3,COD,2024-12-13,6,East,0,577.64,9.99,59.33,57,Female,51-65,Standard (4-7 days),641.8199999999999,64.17999999999995,577.64,59.33,0
O109399,C16932,P221245,Fashion,10.39,0.0,1,Credit Card,2025-08-19,6,East,0,10.39,3.96,-0.32,33,Male,26-35,Standard (4-7 days),10.39,0.0,10.39,-0.32,1
O109400,C16068,P243038,Fashion,24.98,0.05,1,Debit Card,2024-08-06,5,East,1,23.73,5.65,2.66,33,Female,26-35,Standard (4-7 days),24.98,1.25,0.0,0.0,0
O109401,C11551,P243266,Home,93.74,0.0,3,PayPal,2025-08-09,4,South,0,281.22,8.44,70.3,35,Male,26-35,Standard (4-7 days),281.21999999999997,-5.684341886080802e-14,281.22,70.3,0
O109402,C10491,P224226,Fashion,311.74,0.1,1,COD,2024-11-05,6,South,0,280.57,9.1,89.1,43,Female,36-50,Standard (4-7 days),311.74,31.170000000000016,280.57,89.1,0
O109403,C10060,P236183,Fashion,40.13,0.0,2,UPI,2025-05-21,6,West,0,80.26,6.39,21.7,36,Female,36-50,Standard (4-7 days),80.26,0.0,80.26,21.7,0
O109404,C11077,P212595,Fashion,5.97,0.0,1,Debit Card,2023-09-16,3,North,0,5.97,3.5,-1.41,24,Male,18-25,Fast (1-3 days),5.97,0.0,5.97,-1.41,1
O109405,C15799,P227718,Home,40.66,0.05,1,Debit Card,2025-08-13,6,West,0,38.63,4.41,6.41,34,Male,26-35,Standard (4-7 days),40.66,2.029999999999994,38.63,6.41,0
O109406,C16681,P239218,Home,67.64,0.0,2,COD,2025-07-10,4,North,0,135.28,7.98,29.9,51,Male,51-65,Standard (4-7 days),135.28,0.0,135.28,29.9,0
O109407,C12895,P225143,Electronics,247.82,0.0,1,COD,2025-01-24,4,West,0,247.82,7.3,22.44,46,Male,36-50,Standard (4-7 days),247.82,0.0,247.82,22.44,0
O109408,C17131,P246178,Toys,24.06,0.0,1,COD,2024-05-01,5,East,0,24.06,6.66,2.96,38,Male,36-50,Standard (4-7 days),24.06,0.0,24.06,2.96,0
O109409,C14160,P206164,Toys,19.56,0.1,1,COD,2024-09-26,5,Central,0,17.6,4.55,2.49,33,Male,26-35,Standard (4-7 days),19.56,1.9599999999999973,17.6,2.49,0
O109410,C13683,P232640,Fashion,40.0,0.05,1,COD,2025-07-24,4,West,0,38.0,4.38,8.92,60,Female,51-65,Standard (4-7 days),40.0,2.0,38.0,8.92,0
O109411,C10585,P207787,Electronics,641.34,0.15,1,Debit Card,2024-12-15,3,North,1,545.14,8.46,56.96,61,Female,51-65,Fast (1-3 days),641.34,96.20000000000005,0.0,0.0,0
O109412,C15823,P215924,Sports,31.48,0.05,1,Debit Card,2024-02-12,6,South,0,29.91,4.03,4.94,58,Female,51-65,Standard (4-7 days),31.48,1.5700000000000003,29.91,4.94,0
O109413,C16314,P245286,Grocery,2.07,0.0,1,UPI,2025-07-29,6,South,0,2.07,3.13,-2.96,41,Female,36-50,Standard (4-7 days),2.07,0.0,2.07,-2.96,1
O109414,C17440,P220449,Electronics,641.96,0.0,5,COD,2024-09-20,4,North,0,3209.8,12.59,372.59,59,Female,51-65,Standard (4-7 days),3209.8,0.0,3209.8,372.59,0
O109415,C13960,P200081,Electronics,251.57,0.0,3,Debit Card,2024-09-30,6,East,0,754.71,10.85,79.72,49,Female,36-50,Standard (4-7 days),754.71,0.0,754.71,79.72,0
O109416,C13770,P203005,Fashion,44.63,0.0,1,Wallet,2025-08-03,5,West,0,44.63,3.92,11.7,65,Male,51-65,Standard (4-7 days),44.63,0.0,44.63,11.7,0
O109417,C10534,P208408,Sports,188.61,0.0,2,Credit Card,2025-07-02,5,South,0,377.22,8.37,104.8,38,Female,36-50,Standard (4-7 days),377.22,0.0,377.22,104.8,0
O109418,C13462,P200334,Grocery,39.39,0.0,2,Credit Card,2025-01-21,5,South,0,78.78,5.67,0.63,39,Female,36-50,Standard (4-7 days),78.78,0.0,78.78,0.63,0
O109419,C14011,P211103,Sports,88.96,0.0,1,Credit Card,2024-06-29,6,East,0,88.96,6.75,19.94,68,Other,65+,Standard (4-7 days),88.96,0.0,88.96,19.94,0
O109420,C16836,P241712,Beauty,43.98,0.05,2,UPI,2024-11-18,6,East,0,83.56,7.58,30.02,22,Male,18-25,Standard (4-7 days),87.96,4.3999999999999915,83.56,30.02,0
O109421,C13398,P244721,Sports,87.39,0.05,2,Credit Card,2025-09-05,5,Central,0,166.04,8.82,40.99,47,Female,36-50,Standard (4-7 days),174.78,8.740000000000009,166.04,40.99,0
O109422,C12155,P225169,Fashion,6.67,0.15,5,Debit Card,2025-05-03,4,Central,0,28.35,5.45,4.47,22,Male,18-25,Standard (4-7 days),33.35,5.0,28.35,4.47,0
O109423,C15966,P230494,Sports,316.84,0.15,1,Credit Card,2024-01-15,3,Central,0,269.31,9.82,70.97,38,Male,36-50,Fast (1-3 days),316.84,47.52999999999997,269.31,70.97,0
O109424,C17329,P243711,Fashion,88.7,0.0,3,Credit Card,2023-11-05,6,East,0,266.1,7.29,85.84,25,Male,18-25,Standard (4-7 days),266.1,0.0,266.1,85.84,0
O109425,C16957,P223452,Fashion,73.84,0.05,1,Credit Card,2024-04-24,5,East,1,70.15,7.97,16.58,47,Male,36-50,Standard (4-7 days),73.84,3.6899999999999977,0.0,0.0,0
O109426,C11004,P226254,Fashion,33.67,0.0,1,UPI,2023-12-11,6,South,0,33.67,4.32,7.46,55,Female,51-65,Standard (4-7 days),33.67,0.0,33.67,7.46,0
O109427,C12499,P203897,Sports,290.91,0.1,1,Debit Card,2025-07-25,5,West,0,261.82,7.34,71.21,23,Male,18-25,Standard (4-7 days),290.91,29.090000000000032,261.82,71.21,0
O109428,C15325,P204648,Toys,15.24,0.05,2,COD,2023-10-12,3,North,0,28.96,6.33,5.25,18,Male,18-25,Fast (1-3 days),30.48,1.5199999999999996,28.96,5.25,0
O109429,C16733,P209674,Beauty,34.26,0.0,1,Credit Card,2023-11-29,7,West,0,34.26,4.36,11.06,28,Female,26-35,Standard (4-7 days),34.26,0.0,34.26,11.06,0
O109430,C15135,P217166,Electronics,84.46,0.0,3,PayPal,2025-05-27,5,West,0,253.38,8.23,22.18,53,Female,51-65,Standard (4-7 days),253.38,0.0,253.38,22.18,0
O109431,C10326,P226710,Electronics,130.28,0.0,1,PayPal,2025-08-15,5,Central,0,130.28,6.67,8.96,28,Male,26-35,Standard (4-7 days),130.28,0.0,130.28,8.96,0
O109432,C14703,P219970,Fashion,32.14,0.0,1,Credit Card,2024-11-24,4,North,0,32.14,5.16,6.09,57,Male,51-65,Standard (4-7 days),32.14,0.0,32.14,6.09,0
O109433,C12706,P203794,Fashion,47.8,0.0,2,Wallet,2025-08-22,6,West,0,95.6,7.1,26.36,26,Male,26-35,Standard (4-7 days),95.6,0.0,95.6,26.36,0
O109434,C10001,P229184,Home,225.62,0.0,3,Debit Card,2024-01-20,6,South,0,676.86,8.43,181.09,62,Male,51-65,Standard (4-7 days),676.86,0.0,676.86,181.09,0
O109435,C11033,P225559,Electronics,139.57,0.05,1,UPI,2025-09-11,5,West,0,132.59,7.0,8.91,29,Female,26-35,Standard (4-7 days),139.57,6.97999999999999,132.59,8.91,0
O109436,C12481,P215344,Sports,156.4,0.1,1,PayPal,2023-11-18,3,North,0,140.76,6.93,35.3,49,Female,36-50,Fast (1-3 days),156.4,15.640000000000015,140.76,35.3,0
O109437,C10124,P245642,Sports,227.04,0.0,3,Debit Card,2024-01-16,6,South,0,681.12,10.15,194.19,58,Other,51-65,Standard (4-7 days),681.12,0.0,681.12,194.19,0
O109438,C11104,P238365,Fashion,88.89,0.0,1,Credit Card,2024-12-19,3,Central,0,88.89,6.8,24.31,24,Female,18-25,Fast (1-3 days),88.89,0.0,88.89,24.31,0
O109439,C16628,P231217,Beauty,26.86,0.05,1,Credit Card,2024-04-25,4,West,0,25.52,4.48,7.0,46,Female,36-50,Standard (4-7 days),26.86,1.3399999999999999,25.52,7.0,0
O109440,C12699,P239818,Electronics,589.72,0.1,1,UPI,2023-11-14,4,Central,0,530.75,7.56,56.13,20,Female,18-25,Standard (4-7 days),589.72,58.97000000000003,530.75,56.13,0
O109441,C11861,P205051,Home,286.46,0.1,5,Debit Card,2025-05-10,6,East,0,1289.07,10.52,350.42,64,Male,51-65,Standard (4-7 days),1432.3,143.23000000000002,1289.07,350.42,0
O109442,C15269,P217126,Toys,17.93,0.0,1,Credit Card,2025-07-17,5,Central,0,17.93,2.56,4.61,43,Female,36-50,Standard (4-7 days),17.93,0.0,17.93,4.61,0
O109443,C16943,P204544,Sports,173.39,0.0,1,Debit Card,2025-03-24,4,South,0,173.39,7.26,44.76,41,Male,36-50,Standard (4-7 days),173.39,0.0,173.39,44.76,0
O109444,C12920,P212875,Electronics,227.67,0.05,1,Debit Card,2024-05-04,4,Central,0,216.29,8.52,17.43,24,Female,18-25,Standard (4-7 days),227.67,11.379999999999995,216.29,17.43,0
O109445,C17507,P204355,Toys,16.54,0.0,1,PayPal,2025-02-18,6,East,0,16.54,3.76,2.86,58,Female,51-65,Standard (4-7 days),16.54,0.0,16.54,2.86,0
O109446,C10128,P219992,Sports,15.31,0.0,2,Credit Card,2024-05-12,3,Central,0,30.62,5.98,3.21,52,Male,51-65,Fast (1-3 days),30.62,0.0,30.62,3.21,0
O109447,C10437,P241053,Home,293.05,0.0,1,PayPal,2024-11-14,6,Central,0,293.05,7.73,74.32,30,Female,26-35,Standard (4-7 days),293.05,0.0,293.05,74.32,0
O109448,C14846,P246076,Sports,24.87,0.3,1,COD,2025-08-29,5,East,0,17.41,5.6,-0.38,24,Female,18-25,Standard (4-7 days),24.87,7.460000000000001,17.41,-0.38,1
O109449,C12548,P231074,Electronics,155.05,0.0,4,Credit Card,2024-05-22,4,South,0,620.2,9.61,64.81,58,Female,51-65,Standard (4-7 days),620.2,0.0,620.2,64.81,0
O109450,C13129,P202516,Beauty,12.36,0.0,1,Credit Card,2023-12-06,5,East,0,12.36,4.02,1.54,65,Male,51-65,Standard (4-7 days),12.36,0.0,12.36,1.54,0
O109451,C11221,P222622,Beauty,6.02,0.1,1,Debit Card,2025-03-05,5,East,0,5.42,1.51,0.93,60,Male,51-65,Standard (4-7 days),6.02,0.5999999999999996,5.42,0.93,0
O109452,C16354,P245923,Grocery,34.55,0.15,1,Credit Card,2024-01-19,5,South,0,29.37,6.74,-4.39,45,Male,36-50,Standard (4-7 days),34.55,5.179999999999996,29.37,-4.39,1
O109453,C10901,P249242,Electronics,1190.0,0.1,1,Debit Card,2024-11-20,4,West,1,1071.0,8.88,119.64,38,Female,36-50,Standard (4-7 days),1190.0,119.0,0.0,0.0,0
O109454,C16188,P248171,Home,273.85,0.0,1,Debit Card,2024-01-25,3,North,0,273.85,7.26,69.42,46,Female,36-50,Fast (1-3 days),273.85,0.0,273.85,69.42,0
O109455,C13168,P201479,Grocery,6.6,0.15,1,Credit Card,2024-05-10,3,North,0,5.61,2.73,-2.28,28,Male,26-35,Fast (1-3 days),6.6,0.9899999999999993,5.61,-2.28,1
O109456,C15398,P217338,Fashion,7.79,0.05,1,Debit Card,2025-04-04,5,South,0,7.4,2.55,0.04,39,Female,36-50,Standard (4-7 days),7.79,0.3899999999999997,7.4,0.04,0
O109457,C16678,P227007,Toys,5.97,0.0,4,UPI,2025-07-03,5,South,0,23.88,5.65,3.9,35,Female,26-35,Standard (4-7 days),23.88,0.0,23.88,3.9,0
O109458,C15529,P240982,Electronics,530.63,0.2,3,Credit Card,2024-11-05,5,East,0,1273.51,10.53,142.29,52,Female,51-65,Standard (4-7 days),1591.8899999999999,318.3799999999999,1273.51,142.29,0
O109459,C16604,P245078,Electronics,159.47,0.05,1,PayPal,2025-04-25,3,North,0,151.5,6.04,12.14,21,Male,18-25,Fast (1-3 days),159.47,7.969999999999999,151.5,12.14,0
O109460,C14486,P221836,Fashion,114.7,0.0,1,UPI,2025-01-25,6,East,0,114.7,7.58,32.56,43,Female,36-50,Standard (4-7 days),114.7,0.0,114.7,32.56,0
O109461,C13918,P229246,Toys,37.45,0.0,1,Credit Card,2025-03-14,4,West,0,37.45,6.6,8.38,33,Female,26-35,Standard (4-7 days),37.45,0.0,37.45,8.38,0
O109462,C11067,P202547,Electronics,137.89,0.05,2,Wallet,2024-05-31,4,West,0,261.99,8.69,22.75,23,Male,18-25,Standard (4-7 days),275.78,13.789999999999964,261.99,22.75,0
O109463,C10026,P237691,Home,165.68,0.1,1,Debit Card,2024-08-13,4,North,0,149.11,6.36,35.39,54,Female,51-65,Standard (4-7 days),165.68,16.569999999999993,149.11,35.39,0
O109464,C16937,P228130,Electronics,239.78,0.3,2,Credit Card,2025-07-29,6,South,0,335.69,8.89,31.39,38,Male,36-50,Standard (4-7 days),479.56,143.87,335.69,31.39,0
O109465,C17264,P249340,Fashion,16.9,0.0,1,Credit Card,2024-01-14,8,South,0,16.9,3.84,2.07,59,Other,51-65,Delayed (8+ days),16.9,0.0,16.9,2.07,0
O109466,C17118,P248975,Home,127.43,0.1,1,Debit Card,2025-04-08,4,South,0,114.69,7.09,25.02,56,Male,51-65,Standard (4-7 days),127.43,12.740000000000009,114.69,25.02,0
O109467,C10547,P200459,Fashion,94.3,0.0,1,Credit Card,2025-08-21,5,West,0,94.3,6.66,26.34,33,Male,26-35,Standard (4-7 days),94.3,0.0,94.3,26.34,0
O109468,C12668,P202236,Fashion,133.54,0.05,2,Debit Card,2025-03-09,5,South,0,253.73,6.91,81.9,43,Male,36-50,Standard (4-7 days),267.08,13.349999999999994,253.73,81.9,0
O109469,C10566,P220830,Home,17.97,0.0,1,UPI,2024-12-31,3,North,0,17.97,4.79,0.24,27,Female,26-35,Fast (1-3 days),17.97,0.0,17.97,0.24,0
O109470,C10703,P200580,Sports,63.35,0.05,1,Credit Card,2025-01-17,5,South,0,60.18,6.96,11.09,69,Female,65+,Standard (4-7 days),63.35,3.1700000000000017,60.18,11.09,0
O109471,C15338,P214439,Electronics,351.41,0.0,1,Credit Card,2023-11-29,5,South,1,351.41,9.58,32.59,51,Female,51-65,Standard (4-7 days),351.41,0.0,0.0,0.0,0
O109472,C14280,P204715,Home,64.31,0.15,1,Credit Card,2023-12-26,4,South,1,54.66,6.2,9.1,66,Female,65+,Standard (4-7 days),64.31,9.650000000000006,0.0,0.0,0
O109473,C13140,P226107,Fashion,23.79,0.0,1,Credit Card,2024-10-17,5,Central,1,23.79,3.19,5.14,35,Male,26-35,Standard (4-7 days),23.79,0.0,0.0,0.0,0
O109474,C17996,P225944,Home,204.62,0.05,2,Wallet,2024-05-12,3,North,0,388.78,9.38,99.48,59,Female,51-65,Fast (1-3 days),409.24,20.460000000000036,388.78,99.48,0
O109475,C17297,P231764,Toys,32.0,0.15,1,Debit Card,2024-01-23,6,Central,0,27.2,4.73,6.15,36,Female,36-50,Standard (4-7 days),32.0,4.800000000000001,27.2,6.15,0
O109476,C11590,P243394,Grocery,18.19,0.0,1,Debit Card,2025-03-20,4,North,0,18.19,4.82,-3.36,25,Female,18-25,Standard (4-7 days),18.19,0.0,18.19,-3.36,1
O109477,C16009,P227567,Fashion,117.49,0.0,3,Credit Card,2025-05-31,3,North,0,352.47,9.63,113.73,36,Female,36-50,Fast (1-3 days),352.46999999999997,-5.684341886080802e-14,352.47,113.73,0
O109478,C17776,P238665,Beauty,19.72,0.0,4,Credit Card,2024-10-20,6,North,0,78.88,5.14,30.36,68,Male,65+,Standard (4-7 days),78.88,0.0,78.88,30.36,0
O109479,C14943,P232425,Sports,162.44,0.0,3,UPI,2025-09-03,6,North,0,487.32,11.08,135.12,50,Female,36-50,Standard (4-7 days),487.32,0.0,487.32,135.12,0
O109480,C14694,P241432,Toys,2.22,0.0,1,PayPal,2024-11-08,5,South,0,2.22,1.72,-0.83,54,Male,51-65,Standard (4-7 days),2.22,0.0,2.22,-0.83,1
O109481,C10805,P217242,Grocery,58.62,0.0,1,UPI,2024-03-06,4,South,0,58.62,7.42,-2.73,25,Male,18-25,Standard (4-7 days),58.62,0.0,58.62,-2.73,1
O109482,C17798,P243949,Home,341.3,0.0,1,Debit Card,2023-09-26,4,South,0,341.3,8.13,87.43,63,Male,51-65,Standard (4-7 days),341.3,0.0,341.3,87.43,0
O109483,C13791,P218824,Grocery,25.24,0.0,1,COD,2024-07-04,3,North,0,25.24,4.05,-2.03,43,Male,36-50,Fast (1-3 days),25.24,0.0,25.24,-2.03,1
O109484,C11357,P211898,Grocery,12.67,0.0,1,Debit Card,2023-11-16,3,North,0,12.67,4.29,-3.28,39,Male,36-50,Fast (1-3 days),12.67,0.0,12.67,-3.28,1
O109485,C13225,P234480,Home,113.44,0.0,1,Credit Card,2025-06-18,5,South,0,113.44,6.7,25.06,32,Male,26-35,Standard (4-7 days),113.44,0.0,113.44,25.06,0
O109486,C13618,P249667,Beauty,6.99,0.1,1,Credit Card,2024-06-10,6,East,0,6.29,4.9,-2.07,41,Male,36-50,Standard (4-7 days),6.99,0.7000000000000002,6.29,-2.07,1
O109487,C12126,P240123,Sports,15.45,0.3,1,PayPal,2025-04-17,6,East,0,10.82,3.66,-0.41,20,Female,18-25,Standard (4-7 days),15.45,4.629999999999999,10.82,-0.41,1
O109488,C16722,P243353,Home,48.91,0.0,1,Wallet,2024-09-22,4,West,0,48.91,6.96,6.73,36,Male,36-50,Standard (4-7 days),48.91,0.0,48.91,6.73,0
O109489,C15974,P217759,Sports,26.09,0.05,2,Debit Card,2024-07-17,5,West,0,49.57,7.15,7.72,45,Female,36-50,Standard (4-7 days),52.18,2.6099999999999994,49.57,7.72,0
O109490,C12460,P223068,Home,118.34,0.0,1,Debit Card,2025-01-21,5,East,0,118.34,8.72,24.42,21,Male,18-25,Standard (4-7 days),118.34,0.0,118.34,24.42,0
O109491,C10545,P203669,Electronics,181.39,0.1,1,Wallet,2025-05-13,7,East,0,163.25,7.29,12.3,62,Female,51-65,Standard (4-7 days),181.39,18.139999999999986,163.25,12.3,0
O109492,C15728,P214382,Toys,11.65,0.0,1,Credit Card,2025-05-14,3,North,0,11.65,3.66,1.0,37,Male,36-50,Fast (1-3 days),11.65,0.0,11.65,1.0,0
O109493,C16312,P215436,Grocery,1.35,0.0,1,UPI,2024-04-08,3,Central,0,1.35,1.62,-1.51,56,Female,51-65,Fast (1-3 days),1.35,0.0,1.35,-1.51,1
O109494,C12728,P218774,Electronics,308.52,0.0,1,Credit Card,2023-11-23,6,West,0,308.52,8.37,28.65,32,Female,26-35,Standard (4-7 days),308.52,0.0,308.52,28.65,0
O109495,C13734,P236030,Toys,23.0,0.3,4,Credit Card,2025-02-18,3,North,0,64.4,6.29,19.47,56,Male,51-65,Fast (1-3 days),92.0,27.599999999999994,64.4,19.47,0
O109496,C16726,P204638,Home,63.6,0.0,1,Credit Card,2024-06-20,5,South,0,63.6,5.32,12.49,30,Male,26-35,Standard (4-7 days),63.6,0.0,63.6,12.49,0
O109497,C12562,P202866,Beauty,6.45,0.0,1,Debit Card,2024-04-13,3,North,0,6.45,3.25,-0.35,22,Female,18-25,Fast (1-3 days),6.45,0.0,6.45,-0.35,1
O109498,C17481,P209251,Home,170.17,0.05,2,Debit Card,2024-02-28,3,Central,0,323.32,7.42,83.11,52,Female,51-65,Fast (1-3 days),340.34,17.019999999999982,323.32,83.11,0
O109499,C12079,P208948,Beauty,6.38,0.15,1,Credit Card,2024-08-17,6,East,0,5.42,2.75,-0.31,35,Female,26-35,Standard (4-7 days),6.38,0.96,5.42,-0.31,1
O109500,C16430,P222878,Home,233.5,0.1,1,Debit Card,2025-06-06,7,East,0,210.15,9.01,49.83,23,Male,18-25,Standard (4-7 days),233.5,23.349999999999994,210.15,49.83,0
O109501,C12641,P200187,Toys,17.53,0.15,1,Credit Card,2024-05-29,3,Central,0,14.9,3.77,2.19,27,Male,26-35,Fast (1-3 days),17.53,2.630000000000001,14.9,2.19,0
O109502,C13114,P232270,Sports,36.66,0.0,1,UPI,2023-12-18,5,East,0,36.66,4.98,6.02,39,Male,36-50,Standard (4-7 days),36.66,0.0,36.66,6.02,0
O109503,C11926,P243341,Home,311.51,0.0,1,Credit Card,2024-11-20,3,Central,0,311.51,9.58,77.64,61,Female,51-65,Fast (1-3 days),311.51,0.0,311.51,77.64,0
O109504,C10616,P220962,Sports,25.03,0.1,1,COD,2024-10-03,4,North,0,22.53,5.15,1.61,35,Female,26-35,Standard (4-7 days),25.03,2.5,22.53,1.61,0
