product_id,category,price
P234426,Electronics,789.76
P236719,Home,80.15
P240067,Home,75.77
P223840,Toys,16.35
P209933,Grocery,9.46
P231979,Grocery,1.84
P245047,Beauty,24.18
P204137,Sports,96.42
P211423,Electronics,244.5
P234482,Grocery,37.81
P244156,Home,130.92
P236115,Electronics,600.66
P234754,Fashion,156.22
P236312,Home,228.73
P223363,Fashion,145.83
P217085,Home,197.52
P242414,Fashion,14.17
P236554,Fashion,17.65
P214415,Electronics,120.05
P247052,Grocery,6.12
P221398,Sports,53.12
P232691,Beauty,43.84
P206659,Beauty,13.97
P220644,Home,181.05
P203044,Toys,48.05
P203883,Grocery,2.6
P231712,Electronics,50.08
P219324,Electronics,763.43
P248119,Sports,36.76
P221545,Fashion,13.19
P218204,Grocery,5.61
P223268,Sports,30.24
P215762,Home,217.8
P228371,Home,142.52
P218847,Sports,28.0
P236139,Electronics,334.71
P241295,Grocery,4.07
P210116,Electronics,121.53
P230125,Grocery,12.92
P231404,Electronics,405.12
P228436,Sports,51.79
P202788,Electronics,518.46
P232149,Home,249.02
P204125,Beauty,63.79
P203606,Electronics,369.69
P241534,Home,42.72
P232988,Fashion,72.86
P221306,Home,25.03
P242973,Home,36.32
P210833,Toys,37.17
P221997,Electronics,835.59
P233521,Electronics,72.44
P229948,Home,59.26
P246643,Grocery,14.06
P207488,Toys,56.89
P239974,Beauty,23.72
P242448,Grocery,23.65
P207938,Toys,52.36
P238726,Fashion,40.99
P215770,Electronics,488.36
P206635,Fashion,58.39
P249934,Beauty,20.83
P231668,Beauty,26.91
P221487,Beauty,22.8
P212869,Fashion,54.92
P249371,Toys,15.84
P209219,Home,43.14
P240797,Home,165.75
P249040,Grocery,7.38
P216673,Fashion,11.72
P216763,Home,260.95
P244933,Sports,29.68
P211043,Grocery,11.24
P209570,Electronics,465.01
P206886,Sports,112.59
P201958,Grocery,3.31
P243087,Home,38.42
P202183,Sports,17.41
P229070,Fashion,21.38
P203774,Home,107.78
P220303,Beauty,89.62
P214272,Electronics,440.03
P222586,Fashion,48.06
P233545,Beauty,31.02
P202566,Home,85.39
P242863,Sports,72.41
P210953,Toys,45.17
P231696,Home,178.52
P232846,Grocery,40.5
P201581,Electronics,403.15
P214066,Fashion,30.01
P240735,Fashion,7.39
P207839,Fashion,29.36
P234930,Fashion,132.23
P222129,Home,16.01
P230845,Electronics,116.31
P213913,Electronics,587.6
P200964,Electronics,197.57
P210739,Electronics,116.84
P202673,Home,232.65
P238061,Fashion,45.19
P231171,Grocery,11.47
P223643,Electronics,163.05
P234486,Grocery,15.8
P210624,Electronics,693.25
P201228,Beauty,36.98
P243370,Fashion,51.6
P234608,Toys,10.49
P249649,Electronics,677.14
P216920,Grocery,11.99
P219689,Electronics,766.14
P207124,Fashion,19.42
P242124,Home,149.85
P231339,Sports,279.07
P207587,Grocery,7.17
P203527,Home,407.82
P233067,Sports,59.0
P245358,Sports,66.61
P203963,Beauty,43.23
P237455,Sports,39.71
P236939,Electronics,447.72
P220243,Home,56.66
P232693,Toys,19.72
P245835,Home,206.96
P203695,Toys,2.52
P209112,Toys,3.82
P232059,Toys,55.57
P207242,Electronics,599.87
P209941,Fashion,108.04
P220001,Electronics,237.83
P202700,Grocery,17.59
P218085,Fashion,317.83
P213339,Home,84.6
P215834,Fashion,97.23
P211084,Electronics,76.85
P229543,Fashion,43.59
P235930,Electronics,181.73
P241074,Home,107.49
P231902,Grocery,2.59
P229044,Sports,55.07
P213137,Sports,17.83
P234905,Home,89.46
P249182,Toys,13.47
P205948,Grocery,6.27
P247461,Grocery,40.01
P232567,Electronics,78.14
P231189,Toys,36.26
P248867,Fashion,26.55
P248978,Home,39.27
P231871,Fashion,20.65
P218189,Sports,238.3
P222797,Beauty,45.69
P203569,Electronics,55.16
P226012,Toys,5.13
P212977,Home,158.0
P232049,Electronics,174.11
P221694,Home,341.15
P244388,Home,213.31
P233224,Electronics,725.92
P216832,Electronics,119.64
P232835,Grocery,3.15
P201862,Toys,54.85
P218186,Electronics,218.3
P229545,Beauty,16.17
P245522,Home,161.92
P244391,Beauty,15.41
P240322,Home,283.99
P208319,Electronics,1088.7
P238663,Fashion,24.88
P245788,Electronics,125.81
P228401,Home,20.31
P232228,Grocery,4.18
P212202,Grocery,2.98
P238283,Grocery,1.39
P220122,Grocery,1.63
P233135,Electronics,281.42
P222585,Sports,130.98
P248408,Fashion,206.08
P248229,Toys,5.33
P214897,Toys,25.56
P221291,Home,116.31
P232826,Home,95.63
P208294,Fashion,67.91
P204507,Fashion,18.41
P228854,Grocery,7.39
P247520,Fashion,14.9
P215475,Fashion,37.02
P244905,Electronics,95.96
P214334,Grocery,6.04
P218830,Grocery,2.58
P247882,Beauty,3.9
P248803,Sports,53.15
P227278,Sports,104.51
P218749,Fashion,13.1
P230511,Grocery,67.22
P237469,Beauty,10.86
P240185,Electronics,57.46
P225072,Home,13.74
P242326,Beauty,29.91
P231146,Fashion,59.49
P211057,Sports,239.12
P226427,Grocery,2.25
P241982,Toys,11.29
P244090,Sports,226.4
P248654,Home,220.39
P214060,Home,300.59
P213607,Fashion,61.15
P235102,Grocery,5.04
P224074,Grocery,1.6
P248864,Electronics,273.62
P219773,Toys,26.55
P232970,Sports,40.76
P232998,Grocery,3.43
P228210,Home,20.3
P244088,Sports,191.46
P211683,Home,17.41
P202962,Electronics,355.53
P235095,Electronics,518.23
P230000,Electronics,542.8
P229137,Fashion,57.14
P235552,Fashion,57.01
P246253,Sports,73.19
P233571,Sports,63.01
P245321,Grocery,2.95
P247350,Fashion,42.69
P243861,Grocery,1.97
P239164,Beauty,18.47
P247578,Home,182.84
P216559,Sports,67.52
P242404,Sports,79.8
P248074,Electronics,650.1
P244963,Sports,112.28
P205691,Sports,23.42
P203532,Grocery,11.31
P248991,Grocery,6.97
P220733,Sports,32.79
P217927,Sports,112.66
P243114,Grocery,7.43
P213482,Grocery,20.2
P226681,Toys,19.37
P205456,Toys,4.17
P203413,Electronics,190.18
P207085,Toys,8.19
P227937,Fashion,12.99
P220563,Beauty,42.46
P209332,Home,72.63
P207386,Fashion,110.08
P226337,Toys,17.4
P229572,Beauty,41.32
P233424,Sports,66.27
P235271,Grocery,11.92
P249810,Home,315.95
P211030,Beauty,19.46
P213138,Beauty,12.98
P247369,Grocery,18.11
P215646,Fashion,12.05
P228812,Grocery,33.26
P223422,Fashion,126.52
P210645,Electronics,331.48
P214628,Fashion,13.24
P224486,Home,89.22
P222409,Sports,64.13
P239266,Home,56.65
P222732,Home,35.34
P246557,Beauty,10.5
P219425,Toys,17.95
P212195,Toys,24.76
P218722,Sports,392.72
P216494,Grocery,4.2
P221571,Beauty,8.59
P222900,Fashion,142.51
P200125,Fashion,28.65
P248814,Beauty,66.13
P219318,Grocery,30.0
P238685,Toys,2.88
P243162,Fashion,21.14
P207590,Home,57.44
P234850,Sports,41.94
P225230,Electronics,274.82
P215058,Home,196.92
P214301,Grocery,5.1
P237861,Grocery,5.67
P227039,Fashion,49.88
P200284,Electronics,114.21
P238334,Beauty,18.7
P243525,Toys,7.68
P240986,Fashion,15.85
P218658,Grocery,21.91
P228443,Fashion,65.38
P203972,Beauty,10.04
P226167,Sports,62.75
P213679,Fashion,13.24
P244341,Fashion,7.69
P229519,Home,125.87
P225704,Toys,10.89
P236881,Electronics,125.48
P231948,Beauty,5.98
P210328,Beauty,10.76
P224732,Grocery,32.33
P217673,Beauty,8.25
P210373,Beauty,9.85
P205720,Beauty,49.76
P205153,Sports,93.55
P206226,Electronics,87.28
P238019,Electronics,169.72
P236267,Sports,141.31
P219297,Beauty,4.98
P216587,Fashion,127.9
P218206,Electronics,261.4
P225935,Electronics,480.73
P229633,Fashion,64.97
P210736,Grocery,3.58
P241401,Toys,43.71
P206971,Electronics,136.09
P209507,Fashion,15.39
P225724,Grocery,10.68
P222166,Fashion,210.02
P213158,Grocery,5.95
P225774,Fashion,169.06
P211108,Sports,66.16
P212077,Home,246.98
P204175,Electronics,295.37
P235627,Fashion,16.3
P213616,Fashion,8.67
P232253,Beauty,31.13
P217751,Fashion,92.34
P245625,Home,244.89
P205210,Home,150.24
P232390,Home,48.05
P235677,Fashion,42.3
P243176,Home,140.74
P236173,Sports,226.78
P215993,Grocery,3.29
P226859,Toys,14.3
P220878,Electronics,181.68
P233588,Electronics,115.71
P227100,Electronics,129.68
P224086,Fashion,77.23
P240023,Fashion,37.0
P247709,Fashion,40.49
P232571,Fashion,116.99
P211017,Fashion,18.49
P237221,Electronics,179.8
P219513,Fashion,23.15
P244974,Sports,115.86
P246478,Fashion,45.64
P214860,Electronics,257.28
P208086,Electronics,408.34
P248544,Home,97.1
P218050,Toys,35.29
P240157,Electronics,221.61
P219784,Beauty,57.21
P211774,Sports,22.53
P234968,Beauty,5.42
P212142,Toys,22.97
P223007,Toys,11.71
P225158,Electronics,247.69
P206051,Home,166.79
P231576,Sports,33.75
P204115,Grocery,1.59
P219024,Toys,13.36
P206371,Electronics,781.63
P228690,Fashion,34.46
P239355,Toys,18.69
P232420,Home,40.77
P243375,Beauty,18.28
P248002,Beauty,19.05
P246698,Electronics,137.12
P209080,Toys,5.52
P201883,Toys,10.48
P204821,Home,15.22
P236590,Beauty,7.46
P208338,Sports,139.25
P222007,Fashion,56.49
P202477,Electronics,171.91
P213135,Electronics,310.36
P242423,Grocery,24.28
P210437,Fashion,94.84
P248100,Electronics,395.28
P209502,Home,27.44
P229236,Electronics,107.79
P200368,Electronics,162.08
P225839,Home,156.26
P246366,Home,49.29
P235515,Beauty,18.3
P207562,Sports,181.69
P207139,Sports,228.65
P227141,Home,250.1
P242778,Sports,22.17
P206704,Fashion,123.8
P201887,Home,161.74
P211975,Home,136.98
P249211,Fashion,18.98
P200544,Fashion,134.52
P219448,Electronics,55.69
P222830,Home,21.29
P246323,Beauty,7.09
P223926,Fashion,63.24
P231002,Grocery,13.84
P247581,Beauty,73.92
P213333,Grocery,6.65
P216942,Beauty,13.46
P214684,Fashion,59.44
P226088,Grocery,3.52
P208861,Home,12.05
P224833,Fashion,49.08
P217454,Fashion,80.34
P201050,Toys,6.48
P220422,Electronics,169.27
P221530,Beauty,6.46
P247060,Sports,104.03
P215756,Fashion,45.82
P204022,Sports,182.18
P241104,Sports,355.94
P202634,Fashion,207.23
P227145,Home,24.93
P207288,Toys,17.84
P208992,Beauty,41.2
P234253,Beauty,29.36
P227005,Home,309.26
P249824,Electronics,239.44
P212166,Grocery,8.33
P228065,Beauty,3.65
P217798,Fashion,5.78
P229301,Sports,126.01
P203894,Beauty,18.62
P203846,Fashion,58.07
P214481,Toys,7.35
P242154,Electronics,696.25
P230221,Beauty,60.13
P247764,Home,152.94
P227386,Toys,6.79
P233336,Sports,106.58
P223853,Home,123.63
P234713,Grocery,25.07
P216791,Fashion,45.97
P204228,Beauty,30.51
P211945,Grocery,12.04
P241573,Electronics,328.37
P224681,Grocery,7.64
P234986,Grocery,31.85
P214975,Toys,41.16
P248377,Home,180.13
P207711,Home,189.11
P244759,Fashion,31.21
P212105,Home,245.28
P249645,Home,365.14
P230146,Electronics,565.28
P215238,Home,28.79
P244294,Sports,71.43
P210060,Home,133.54
P205433,Toys,94.99
P222612,Home,68.63
P217822,Home,66.42
P234120,Beauty,10.48
P241004,Fashion,11.68
P221294,Home,34.24
P218764,Sports,81.01
P204560,Home,326.75
P216583,Grocery,22.86
P215560,Beauty,7.94
P204424,Electronics,318.07
P240615,Home,257.12
P226863,Toys,17.25
P246963,Sports,248.36
P229469,Grocery,32.4
P237565,Sports,52.1
P223184,Electronics,723.05
P223910,Electronics,335.92
P247077,Sports,74.27
P222404,Fashion,78.18
P235175,Beauty,41.19
P203791,Toys,24.13
P232208,Beauty,43.8
P239276,Home,408.24
P247175,Sports,212.99
P209629,Electronics,75.08
P232894,Sports,196.57
P242580,Home,354.15
P207694,Fashion,71.15
P236087,Toys,43.35
P208673,Home,11.35
P238199,Electronics,1287.57
P232187,Grocery,3.79
P204378,Toys,41.27
P223553,Beauty,68.02
P243780,Home,10.29
P222524,Toys,36.76
P243331,Beauty,65.63
P216622,Sports,29.14
P201420,Fashion,78.88
P247440,Fashion,37.86
P200340,Fashion,19.65
P244310,Fashion,74.39
P240288,Sports,73.04
P243953,Electronics,797.97
P204987,Toys,26.39
P226062,Beauty,6.67
P245517,Home,48.01
P232456,Fashion,20.11
P238180,Home,65.52
P225308,Fashion,58.98
P219862,Home,305.92
P207670,Sports,98.57
P224246,Beauty,37.14
P213766,Sports,47.45
P229681,Sports,82.68
P208323,Toys,15.79
P201857,Fashion,64.37
P247223,Grocery,10.61
P225818,Sports,37.49
P225247,Sports,38.91
P233272,Beauty,99.95
P240235,Grocery,6.82
P218540,Fashion,85.78
P225837,Home,19.75
P208484,Electronics,80.53
P230682,Fashion,61.98
P231707,Sports,70.08
P244610,Electronics,740.42
P204923,Grocery,27.1
P242019,Beauty,37.52
P215920,Home,232.4
P243263,Fashion,105.5
P221938,Electronics,547.42
P213319,Grocery,10.85
P242161,Sports,40.24
P206900,Fashion,81.12
P202160,Electronics,174.25
P216236,Fashion,18.81
P206221,Fashion,14.26
P225294,Toys,21.4
P210038,Sports,37.31
P219651,Home,71.85
P223360,Grocery,17.26
P208255,Fashion,82.64
P202699,Home,59.77
P243893,Sports,191.94
P221928,Electronics,69.4
P248169,Home,570.85
P200372,Beauty,16.21
P247312,Home,61.73
P218898,Home,348.75
P223855,Beauty,6.48
P234758,Home,68.31
P209607,Electronics,194.49
P239558,Electronics,229.49
P208553,Beauty,49.21
P205383,Electronics,665.23
P248343,Grocery,12.79
P200715,Toys,96.37
P209837,Fashion,96.4
P213950,Toys,24.47
P207992,Beauty,8.45
P226817,Electronics,309.32
P249803,Beauty,8.9
P233818,Sports,45.31
P213357,Electronics,426.33
P204742,Fashion,15.02
P213369,Electronics,80.95
P205044,Fashion,42.28
P210288,Fashion,5.05
P225378,Beauty,26.0
P207261,Fashion,118.87
P243614,Electronics,118.58
P218064,Fashion,28.72
P209799,Toys,50.8
P203522,Home,170.23
P213690,Home,29.14
P202057,Home,73.37
P237589,Home,153.91
P235331,Electronics,104.99
P214559,Fashion,8.17
P213692,Fashion,61.28
P248429,Home,133.65
P200202,Electronics,69.88
P233709,Fashion,186.0
P216972,Beauty,10.13
P241530,Fashion,28.98
P209537,Sports,29.23
P201365,Grocery,44.26
P200008,Toys,8.55
P249683,Grocery,17.14
P228820,Fashion,41.9
P233803,Sports,20.92
P245531,Fashion,134.79
P218001,Sports,102.88
P206722,Home,57.2
P220100,Fashion,38.09
P217460,Grocery,10.13
P223987,Fashion,41.64
P204015,Sports,77.63
P239897,Sports,91.13
P204840,Home,30.81
P220533,Electronics,405.02
P220454,Grocery,21.71
P248105,Grocery,25.21
P205699,Sports,12.18
P205922,Toys,12.2
P224919,Electronics,1296.97
P226508,Home,18.51
P221664,Fashion,80.7
P232270,Beauty,6.3
P225278,Fashion,90.59
P214862,Beauty,30.33
P213598,Sports,136.96
P201898,Electronics,1280.55
P222939,Electronics,961.57
P231288,Electronics,167.96
P224774,Toys,11.25
P202822,Fashion,30.71
P237252,Fashion,14.79
P225049,Toys,11.44
P221884,Electronics,1305.94
P213052,Home,98.54
P218038,Sports,309.83
P216975,Beauty,4.82
P234616,Beauty,3.98
P213269,Electronics,328.34
P203041,Fashion,70.53
P204379,Electronics,277.46
P207661,Toys,42.57
P206967,Fashion,75.52
P244967,Fashion,25.02
P215674,Toys,9.18
P220394,Sports,135.0
P221370,Beauty,11.05
P200832,Home,598.62
P246978,Fashion,13.43
P217405,Home,151.69
P210185,Fashion,24.84
P203492,Electronics,1606.01
P244630,Electronics,87.43
P200288,Electronics,245.04
P201076,Grocery,1.42
P248332,Beauty,84.17
P234139,Grocery,12.06
P201074,Fashion,64.32
P237702,Home,137.49
P227535,Sports,25.8
P232807,Beauty,7.58
P204274,Beauty,27.12
P228198,Beauty,40.07
P249334,Beauty,26.14
P229859,Toys,18.62
P238264,Sports,144.74
P245760,Grocery,4.68
P235276,Grocery,18.32
P212018,Home,79.74
P208072,Electronics,414.33
P213348,Electronics,154.39
P246678,Electronics,98.06
P213952,Electronics,59.62
P248833,Home,224.22
P200318,Electronics,121.29
P211818,Beauty,14.07
P226011,Fashion,77.01
P218787,Home,88.76
P246750,Electronics,129.73
P243624,Toys,6.26
P212516,Toys,12.31
P233496,Home,119.65
P234055,Grocery,7.56
P236769,Fashion,120.51
P208752,Toys,2.08
P201375,Beauty,15.6
P214970,Fashion,71.77
P244846,Electronics,770.01
P232792,Electronics,194.23
P217538,Toys,24.02
P212657,Beauty,24.27
P217843,Fashion,16.07
P215583,Home,160.41
P221491,Electronics,143.31
P237474,Electronics,547.92
P246431,Grocery,27.45
P248612,Home,95.7
P242180,Home,17.33
P205979,Home,92.9
P207943,Fashion,9.88
P208911,Fashion,24.77
P240254,Beauty,11.41
P233873,Beauty,34.75
P203769,Electronics,229.32
P202479,Sports,96.97
P210112,Toys,15.68
P244039,Beauty,34.56
P204731,Toys,26.9
P211361,Fashion,34.29
P248855,Fashion,12.13
P235940,Sports,61.53
P224569,Electronics,1024.55
P207068,Toys,14.0
P206557,Electronics,59.11
P236098,Fashion,28.08
P238790,Electronics,782.77
P234826,Home,138.09
P222074,Fashion,14.99
P222155,Sports,181.48
P236389,Sports,228.76
P242105,Beauty,26.39
P236759,Fashion,53.06
P230784,Beauty,14.66
P232401,Grocery,17.17
P211565,Electronics,261.57
P224700,Fashion,72.28
P241271,Fashion,175.03
P249926,Beauty,45.34
P215337,Sports,81.63
P211112,Fashion,194.68
P213761,Fashion,50.93
P242791,Grocery,1.88
P208885,Sports,138.89
P201376,Grocery,23.58
P205939,Toys,4.85
P241949,Home,159.73
P202846,Electronics,874.61
P206817,Beauty,10.09
P207430,Fashion,48.24
P226328,Home,52.27
P227619,Grocery,12.44
P234484,Electronics,231.59
P227664,Fashion,6.45
P206780,Beauty,73.97
P203331,Grocery,10.07
P228604,Grocery,22.46
P241849,Beauty,15.19
P217762,Electronics,664.63
P223765,Home,32.96
P237043,Grocery,4.47
P221922,Home,63.4
P223694,Sports,19.12
P210556,Fashion,33.85
P213555,Electronics,266.25
P210004,Toys,12.96
P238190,Grocery,3.89
P211188,Beauty,20.44
P200247,Beauty,77.38
P220762,Toys,10.21
P245995,Grocery,6.45
P213811,Beauty,10.65
P203741,Grocery,21.19
P229052,Toys,8.54
P249214,Electronics,160.4
P234319,Electronics,65.61
P206306,Fashion,170.34
P203005,Fashion,111.9
P203322,Home,55.56
P216008,Beauty,21.02
P240765,Home,96.8
P224870,Electronics,79.83
P245284,Home,25.84
P233161,Toys,13.2
P202739,Electronics,79.87
P236935,Toys,19.48
P204231,Sports,107.35
P228268,Sports,130.79
P201401,Grocery,12.14
P233673,Electronics,70.38
P200529,Toys,2.22
P240779,Fashion,25.61
P223462,Fashion,77.53
P247769,Home,147.21
P237386,Electronics,93.5
P216956,Fashion,62.26
P217027,Home,122.64
P247676,Fashion,13.97
P220455,Home,195.35
P239781,Home,243.54
P242252,Toys,7.21
P244555,Grocery,14.3
P245602,Electronics,204.38
P210677,Grocery,27.02
P216938,Sports,179.03
P246819,Grocery,6.04
P243534,Fashion,42.28
P243184,Toys,16.12
P215009,Sports,29.21
P230246,Fashion,12.74
P228185,Sports,192.86
P229295,Home,275.98
P225519,Fashion,68.51
P220952,Electronics,74.55
P209185,Sports,398.45
P219843,Beauty,39.61
P217505,Home,67.41
P228022,Fashion,30.59
P216439,Home,278.26
P214660,Toys,8.47
P208849,Toys,5.01
P229628,Sports,180.17
P224835,Grocery,3.83
P204736,Grocery,32.32
P247443,Home,116.72
P249555,Home,12.19
P214867,Toys,26.59
P200794,Electronics,346.57
P217945,Grocery,10.77
P215369,Beauty,9.0
P243601,Sports,183.92
P223807,Electronics,143.78
P210856,Electronics,268.69
P206795,Beauty,7.22
P229385,Toys,73.56
P231063,Toys,6.25
P238260,Sports,169.86
P248562,Fashion,20.01
P210149,Fashion,19.54
P226669,Grocery,8.21
P237767,Sports,124.39
P203562,Home,16.37
P233623,Home,420.35
P242255,Grocery,2.06
P204206,Toys,6.57
P233806,Home,251.99
P237364,Electronics,694.52
P220897,Grocery,11.55
P214151,Electronics,217.58
P204370,Home,217.62
P224045,Fashion,106.86
P221700,Home,186.49
P236215,Fashion,121.73
P222234,Grocery,13.97
P248671,Grocery,15.62
P215326,Home,121.69
P246824,Electronics,267.67
P237997,Sports,114.61
P202241,Home,118.44
P230639,Grocery,18.3
P240586,Electronics,934.54
P239766,Electronics,201.74
P221278,Sports,62.08
P242923,Sports,11.49
P206444,Home,108.58
P203015,Fashion,11.93
P214903,Fashion,66.89
P239583,Fashion,79.35
P228143,Fashion,68.07
P204864,Toys,17.56
P209676,Electronics,298.31
P204234,Home,146.94
P221340,Sports,89.55
P246915,Electronics,500.92
P218723,Toys,46.24
P208526,Sports,85.53
P206842,Electronics,88.0
P234626,Grocery,2.85
P201207,Home,72.08
P217308,Sports,77.43
P205429,Grocery,4.36
P207591,Grocery,8.94
P245712,Home,29.21
P238660,Fashion,18.55
P211777,Fashion,70.1
P238713,Toys,85.36
P240459,Grocery,3.71
P212548,Electronics,184.6
P246441,Electronics,190.35
P236795,Toys,6.97
P245224,Home,40.05
P237063,Fashion,11.94
P232055,Fashion,122.05
P223863,Grocery,5.52
P204661,Grocery,4.93
P247498,Fashion,48.8
P244802,Grocery,16.73
P218782,Fashion,19.34
P249179,Toys,10.39
P244910,Fashion,21.88
P212919,Fashion,29.02
P240068,Fashion,42.5
P202427,Grocery,15.03
P234393,Fashion,31.51
P210767,Grocery,54.94
P218420,Electronics,369.5
P236123,Electronics,757.43
P246821,Toys,50.71
P204902,Beauty,45.2
P226850,Home,51.43
P248554,Electronics,233.42
P243034,Beauty,3.01
P221620,Home,89.05
P208280,Home,55.79
P244764,Beauty,47.68
P246814,Grocery,15.74
P246973,Sports,700.01
P237729,Fashion,38.92
P232800,Fashion,24.74
P237466,Home,50.33
P208887,Fashion,33.1
P231607,Home,58.83
P232141,Toys,94.12
P241484,Toys,5.97
P213335,Beauty,3.47
P206177,Beauty,6.41
P241206,Home,302.47
P203926,Beauty,32.01
P248146,Toys,32.14
P243056,Sports,47.99
P210154,Electronics,366.79
P202959,Sports,131.01
P218611,Sports,48.86
P234161,Electronics,469.01
P218407,Electronics,372.83
P213025,Toys,8.91
P206064,Beauty,4.33
P206639,Toys,7.34
P202478,Fashion,52.51
P207929,Electronics,347.01
P232326,Electronics,280.28
P229974,Toys,5.06
P244183,Sports,116.77
P208418,Grocery,27.78
P217650,Electronics,252.49
P234825,Electronics,127.85
P246471,Electronics,621.87
P214383,Beauty,12.2
P246703,Fashion,49.32
P243211,Sports,17.71
P231708,Electronics,461.33
P235709,Electronics,250.67
P232924,Home,82.48
P223382,Home,369.56
P226649,Toys,15.3
P231140,Toys,2.33
P245023,Electronics,1094.68
P232563,Toys,2.24
P217144,Home,142.2
P208965,Electronics,780.89
P222791,Sports,121.8
P223115,Electronics,591.68
P217341,Fashion,77.24
P247573,Electronics,128.07
P216637,Beauty,32.54
P224269,Sports,109.8
P217953,Grocery,4.68
P227794,Sports,23.51
P223877,Grocery,19.34
P240273,Toys,71.71
P212405,Fashion,70.94
P227812,Beauty,36.91
P245605,Home,34.01
P241767,Beauty,9.95
P209973,Beauty,24.59
P223925,Sports,13.14
P244623,Electronics,408.28
P223091,Sports,25.38
P219584,Electronics,223.36
P239325,Electronics,175.43
P209071,Home,24.82
P205088,Beauty,24.18
P249152,Electronics,195.68
P216550,Home,15.92
P202063,Beauty,17.4
P227280,Electronics,339.97
P208303,Sports,23.74
P211631,Fashion,48.24
P201125,Toys,9.07
P235409,Fashion,19.78
P222485,Home,218.97
P243003,Grocery,9.3
P212794,Toys,11.34
P218018,Toys,34.98
P208862,Electronics,833.83
P235879,Electronics,173.0
P201690,Beauty,4.27
P248643,Fashion,48.57
P223024,Home,163.38
P220341,Beauty,28.49
P209156,Toys,63.43
P249432,Fashion,103.79
P237214,Grocery,2.86
P231053,Beauty,17.76
P210158,Toys,13.93
P202808,Beauty,17.93
P205402,Toys,54.5
P201964,Electronics,178.8
P232337,Home,16.83
P234829,Electronics,735.19
P221559,Sports,152.39
P203865,Electronics,125.74
P204294,Fashion,24.36
P246939,Electronics,170.87
P212965,Electronics,131.29
P212228,Sports,110.06
P248419,Fashion,204.84
P231377,Electronics,109.23
P249229,Fashion,17.99
P234927,Home,55.16
P212822,Home,375.21
P230070,Home,139.43
P203187,Home,41.48
P207135,Home,224.56
P213508,Toys,52.39
P233557,Electronics,217.89
P234090,Toys,5.73
P246155,Fashion,23.24
P239441,Sports,34.07
P239884,Home,39.62
P226067,Fashion,14.21
P218043,Beauty,54.15
P230572,Toys,3.77
P203062,Home,11.95
P218454,Grocery,17.16
P210868,Toys,6.46
P202553,Home,888.01
P228511,Fashion,12.21
P217428,Sports,162.01
P242747,Home,501.07
P205957,Home,415.45
P244495,Electronics,570.21
P204578,Grocery,48.55
P238389,Toys,38.14
P234734,Toys,3.18
P210548,Fashion,96.86
P221353,Fashion,37.51
P246632,Beauty,17.95
P218634,Toys,2.05
P211679,Grocery,13.75
P247743,Fashion,59.75
P224717,Beauty,41.32
P246935,Sports,48.79
P225579,Fashion,11.74
P226730,Home,86.31
P234782,Fashion,27.12
P204624,Sports,147.56
P223103,Toys,7.13
P225544,Toys,4.92
P228534,Sports,67.05
P238636,Fashion,53.62
P247394,Sports,42.44
P233572,Toys,4.39
P228560,Beauty,17.17
P233435,Home,440.15
P233152,Grocery,46.04
P244084,Toys,26.26
P219638,Grocery,20.77
P236208,Grocery,4.0
P216396,Home,71.81
P240494,Toys,20.26
P243967,Beauty,37.01
P226783,Electronics,109.24
P205403,Beauty,17.99
P223838,Home,33.39
P238919,Fashion,54.33
P212359,Grocery,20.48
P247995,Electronics,632.27
P222614,Grocery,18.36
P210057,Electronics,106.33
P200100,Home,242.08
P228655,Home,63.6
P204978,Sports,187.64
P242272,Fashion,19.2
P210988,Grocery,9.5
P214531,Sports,94.5
P239302,Toys,2.69
P249601,Electronics,810.57
P211693,Grocery,3.81
P235935,Fashion,13.62
P238148,Electronics,427.04
P213823,Home,21.23
P224696,Grocery,8.63
P211629,Home,112.32
P203856,Home,44.95
P201075,Grocery,9.88
P248523,Electronics,185.2
P220797,Electronics,99.11
P243682,Electronics,126.76
P233469,Electronics,256.91
P236116,Fashion,12.02
P208185,Fashion,140.24
P227841,Beauty,39.6
P206836,Fashion,24.37
P246072,Home,49.35
P224596,Grocery,28.31
P243406,Electronics,230.94
P222218,Home,271.45
P235017,Fashion,71.7
P210705,Beauty,5.37
P219606,Sports,175.19
P221375,Toys,17.27
P242142,Home,159.04
P226933,Toys,6.86
P208118,Toys,2.01
P235319,Electronics,181.95
P245318,Sports,66.18
P202214,Grocery,2.25
P208534,Home,306.81
P249869,Fashion,11.21
P235228,Toys,30.41
P244696,Fashion,142.78
P203255,Sports,25.78
P205334,Electronics,476.81
P212281,Home,175.03
P239598,Sports,13.75
P240522,Electronics,73.83
P239708,Toys,4.52
P230697,Electronics,322.8
P210722,Beauty,4.39
P236400,Fashion,48.65
P216029,Sports,51.23
P200014,Toys,23.77
P244349,Electronics,545.12
P246925,Fashion,82.06
P211506,Grocery,1.51
P208208,Home,397.25
P227157,Home,126.32
P241040,Grocery,13.57
P223183,Grocery,9.71
P222963,Electronics,475.21
P235847,Beauty,9.07
P208127,Toys,4.14
P241978,Home,22.49
P225355,Electronics,597.38
P218208,Toys,48.18
P222713,Home,561.01
P232267,Beauty,21.29
P203864,Fashion,13.22
P210661,Toys,20.41
P232559,Toys,10.59
P210322,Beauty,13.42
P206710,Grocery,18.13
P231362,Electronics,80.88
P232380,Toys,2.75
P241284,Beauty,32.11
