customer_id,customer_age,customer_gender,age_group,region
C17424,35,Female,26-35,South
C13963,61,Female,51-65,West
C10933,23,Male,18-25,West
C13598,28,Male,26-35,East
C13233,26,Male,26-35,South
C11980,20,Male,18-25,Central
C11855,39,Male,36-50,East
C10792,56,Female,51-65,North
C10791,25,Male,18-25,West
C17691,21,Male,18-25,North
C11809,27,Female,26-35,North
C16635,18,Male,18-25,West
C13610,57,Male,51-65,North
C11607,28,Female,26-35,Central
C15179,66,Female,65+,North
C16573,58,Female,51-65,Central
C15776,68,Female,65+,North
C13676,69,Male,65+,Central
C13380,32,Female,26-35,South
C10519,67,Female,65+,North
C10590,51,Male,51-65,East
C11050,60,Female,51-65,South
C15805,47,Female,36-50,North
C13633,35,Male,26-35,Central
C16131,31,Male,26-35,Central
C16342,22,Male,18-25,North
C14444,28,Male,26-35,East
C16059,34,Male,26-35,South
C10692,59,Female,51-65,South
C15655,21,Male,18-25,East
C13899,49,Male,36-50,South
C14473,57,Female,51-65,North
C12946,24,Female,18-25,West
C17725,30,Male,26-35,Central
C10526,44,Male,36-50,South
C13224,40,Female,36-50,West
C16877,18,Female,18-25,North
C12253,28,Female,26-35,South
C16598,58,Male,51-65,East
C13344,19,Female,18-25,West
C13965,68,Male,65+,West
C15355,30,Male,26-35,North
C11875,31,Female,26-35,East
C11763,34,Male,26-35,North
C10520,55,Female,51-65,Central
C17998,52,Female,51-65,West
C16869,37,Male,36-50,North
C16644,56,Female,51-65,West
C10583,59,Female,51-65,Central
C10394,44,Other,36-50,East
C15183,67,Female,65+,Central
C13788,25,Male,18-25,West
C14167,41,Female,36-50,Central
C13860,58,Male,51-65,North
C10273,67,Male,65+,West
C12013,64,Female,51-65,South
C15439,41,Male,36-50,South
C13566,65,Male,51-65,East
C14702,43,Female,36-50,West
C10165,60,Female,51-65,East
C11567,51,Female,51-65,East
C16154,33,Male,26-35,Central
C15420,46,Male,36-50,Central
C12043,57,Male,51-65,North
C13496,19,Male,18-25,North
C10778,58,Male,51-65,West
C10213,54,Male,51-65,North
C11576,26,Male,26-35,East
C12448,24,Female,18-25,South
C12936,35,Female,26-35,East
C17630,58,Male,51-65,West
C10591,68,Male,65+,West
C15205,57,Female,51-65,Central
C12720,27,Male,26-35,West
C10935,38,Male,36-50,South
C16047,49,Female,36-50,South
C14337,26,Female,26-35,West
C16139,37,Female,36-50,Central
C10001,24,Female,18-25,North
C16368,63,Male,51-65,South
C12848,43,Female,36-50,North
C14044,46,Male,36-50,West
C11949,64,Female,51-65,North
C16732,21,Female,18-25,West
C16259,40,Female,36-50,East
C13174,46,Female,36-50,Central
C12241,44,Female,36-50,South
C17333,30,Female,26-35,North
C17014,21,Male,18-25,Central
C10089,37,Male,36-50,South
C11709,36,Female,36-50,West
C12169,42,Male,36-50,South
C14238,31,Male,26-35,East
C13041,53,Female,51-65,West
C10105,68,Female,65+,South
C10427,27,Female,26-35,North
C15424,63,Male,51-65,East
C10316,53,Female,51-65,Central
C16082,53,Female,51-65,North
C10634,34,Female,26-35,South
C11925,65,Male,51-65,Central
C16917,59,Male,51-65,North
C13144,55,Male,51-65,South
C12270,50,Other,36-50,West
C11439,47,Female,36-50,North
C10552,27,Female,26-35,West
C17537,26,Male,26-35,North
C10715,34,Male,26-35,North
C13911,58,Female,51-65,West
C11713,67,Female,65+,South
C15979,48,Female,36-50,North
C11107,54,Female,51-65,South
C15437,22,Male,18-25,West
C10250,34,Male,26-35,North
C12430,28,Other,26-35,South
C12054,53,Female,51-65,North
C10458,67,Male,65+,North
C10207,49,Male,36-50,East
C10409,40,Male,36-50,South
C10514,53,Male,51-65,South
C17294,24,Male,18-25,Central
C14904,48,Male,36-50,West
C17867,20,Female,18-25,North
C14969,20,Female,18-25,Central
C14109,49,Male,36-50,East
C15066,55,Female,51-65,Central
C17121,30,Female,26-35,South
C17157,18,Female,18-25,East
C17179,32,Male,26-35,East
C12134,65,Female,51-65,South
C13595,24,Female,18-25,East
C11266,64,Female,51-65,South
C13638,30,Male,26-35,East
C10749,46,Male,36-50,Central
C13427,24,Female,18-25,South
C11927,43,Female,36-50,West
C13804,52,Male,51-65,South
C13702,30,Female,26-35,North
C12356,42,Other,36-50,West
C14790,30,Male,26-35,South
C12335,27,Male,26-35,East
C10306,45,Male,36-50,North
C17979,34,Female,26-35,West
C13665,39,Male,36-50,East
C11989,23,Female,18-25,Central
C17057,35,Female,26-35,South
C17890,45,Male,36-50,North
C10661,52,Female,51-65,South
C14644,22,Female,18-25,West
C17519,43,Female,36-50,East
C10311,65,Male,51-65,West
C12920,46,Male,36-50,South
C12971,31,Female,26-35,East
C15833,55,Male,51-65,North
C10754,42,Male,36-50,West
C14130,27,Male,26-35,North
C14540,25,Male,18-25,East
C16236,65,Female,51-65,North
C16078,40,Female,36-50,West
C15326,19,Female,18-25,East
C10352,69,Male,65+,West
C10902,47,Male,36-50,West
C15451,23,Female,18-25,North
C13888,58,Other,51-65,East
C17005,69,Female,65+,Central
C15844,37,Female,36-50,East
C10158,45,Female,36-50,West
C11977,28,Female,26-35,West
C12071,52,Male,51-65,East
C10403,64,Female,51-65,North
C16675,22,Other,18-25,East
C10955,52,Female,51-65,East
C17729,51,Male,51-65,West
C11712,46,Male,36-50,Central
C17090,69,Female,65+,East
C14703,30,Male,26-35,North
C17784,51,Male,51-65,Central
C11273,43,Female,36-50,Central
C17284,34,Male,26-35,Central
C15631,67,Female,65+,Central
C13811,23,Female,18-25,North
C11441,43,Female,36-50,West
C12979,67,Female,65+,East
C11797,24,Female,18-25,West
C14390,47,Female,36-50,South
C14009,25,Female,18-25,South
C14850,30,Other,26-35,North
C11394,35,Male,26-35,East
C14281,44,Male,36-50,South
C11269,20,Female,18-25,East
C14732,19,Female,18-25,South
C13714,28,Male,26-35,West
C10529,60,Female,51-65,East
C13623,66,Male,65+,Central
C17904,35,Male,26-35,North
C13591,52,Other,51-65,East
C12147,19,Male,18-25,North
C14573,41,Male,36-50,Central
C15718,57,Female,51-65,Central
C10939,41,Male,36-50,East
C16477,27,Female,26-35,West
C10374,58,Other,51-65,South
C12340,20,Male,18-25,East
C16980,31,Male,26-35,Central
C14005,34,Male,26-35,West
C13052,48,Male,36-50,South
C14648,36,Male,36-50,North
C12365,46,Female,36-50,West
C11525,30,Female,26-35,West
C14476,19,Female,18-25,East
C10013,29,Female,26-35,North
C14599,66,Female,65+,South
C16104,20,Female,18-25,Central
C10129,52,Female,51-65,North
C13814,45,Male,36-50,South
C13216,29,Female,26-35,East
C13928,51,Female,51-65,Central
C12040,48,Male,36-50,South
C10027,48,Female,36-50,East
C12113,67,Male,65+,Central
C14356,41,Female,36-50,South
C12046,21,Female,18-25,South
C15568,59,Other,51-65,South
C15543,47,Female,36-50,South
C14023,35,Female,26-35,North
C17843,67,Male,65+,South
C14396,62,Other,51-65,West
C16430,25,Male,18-25,South
C13466,27,Female,26-35,East
C13081,64,Male,51-65,East
C10629,56,Female,51-65,North
C10269,64,Female,51-65,East
C12639,19,Male,18-25,South
C11993,52,Male,51-65,West
C15724,61,Female,51-65,East
C15897,18,Female,18-25,South
C14957,34,Female,26-35,South
C11280,49,Female,36-50,Central
C17443,58,Male,51-65,South
C15802,23,Male,18-25,North
C17115,47,Male,36-50,West
C16656,62,Male,51-65,North
C12360,63,Male,51-65,Central
C10575,54,Male,51-65,East
C17029,60,Female,51-65,Central
C16099,59,Female,51-65,South
C11307,46,Female,36-50,North
C13192,51,Male,51-65,East
C13178,45,Other,36-50,North
C16052,65,Male,51-65,West
C16116,63,Female,51-65,North
C17371,24,Male,18-25,Central
C12212,46,Female,36-50,East
C12352,20,Female,18-25,South
C13568,29,Female,26-35,Central
C11655,41,Male,36-50,Central
C11579,28,Female,26-35,East
C15943,58,Male,51-65,North
C11390,46,Female,36-50,South
C11742,64,Female,51-65,West
C10619,47,Female,36-50,West
C11274,37,Male,36-50,North
C11939,36,Female,36-50,North
C12381,48,Female,36-50,Central
C17809,51,Male,51-65,South
C10968,53,Male,51-65,North
C16654,35,Male,26-35,Central
C11316,31,Female,26-35,North
C11043,30,Male,26-35,South
C10281,23,Female,18-25,East
C17168,55,Male,51-65,South
C16262,62,Male,51-65,West
C11058,64,Female,51-65,West
C14293,41,Male,36-50,Central
C12532,40,Male,36-50,East
C13828,56,Female,51-65,East
C15178,68,Male,65+,East
C11008,34,Male,26-35,North
C16834,37,Female,36-50,South
C11229,51,Male,51-65,North
C11035,44,Male,36-50,South
C14585,44,Female,36-50,West
C10275,61,Female,51-65,West
C12740,62,Female,51-65,West
C12289,32,Female,26-35,South
C11239,66,Male,65+,South
C14065,42,Other,36-50,North
C13868,18,Male,18-25,East
C11208,56,Female,51-65,Central
C17351,18,Other,18-25,South
C16638,33,Female,26-35,West
C16570,52,Male,51-65,North
C13249,24,Male,18-25,Central
C15413,27,Female,26-35,North
C16527,26,Female,26-35,East
C14403,23,Male,18-25,North
C15455,45,Other,36-50,South
C12793,37,Male,36-50,South
C10891,50,Female,36-50,East
C14470,58,Female,51-65,West
C17175,34,Male,26-35,South
C11364,32,Male,26-35,Central
C10128,38,Male,36-50,Central
C11014,29,Female,26-35,East
C11799,58,Other,51-65,South
C16812,54,Male,51-65,West
C15477,69,Male,65+,North
C11518,60,Female,51-65,South
C14181,60,Female,51-65,South
C11198,45,Male,36-50,South
C13873,43,Male,36-50,East
C17360,36,Female,36-50,Central
C16454,19,Female,18-25,East
C15238,55,Male,51-65,Central
C12474,66,Other,65+,Central
C16089,60,Female,51-65,Central
C13485,45,Female,36-50,East
C16257,40,Male,36-50,West
C14049,46,Female,36-50,North
C17705,28,Female,26-35,East
C10986,45,Female,36-50,East
C14440,65,Male,51-65,East
C14909,23,Female,18-25,East
C16083,25,Male,18-25,North
C15406,52,Male,51-65,West
C16095,18,Male,18-25,East
C15773,22,Male,18-25,East
C11327,23,Female,18-25,East
C12408,31,Female,26-35,West
C13673,66,Male,65+,West
C13291,52,Male,51-65,West
C15105,34,Female,26-35,North
C10703,65,Female,51-65,Central
C15704,25,Male,18-25,Central
C13232,69,Male,65+,North
C17848,36,Male,36-50,East
C14783,48,Male,36-50,South
C13230,55,Female,51-65,North
C11347,24,Female,18-25,East
C17548,23,Male,18-25,East
C13173,59,Female,51-65,North
C14589,45,Female,36-50,West
C11667,38,Male,36-50,West
C11637,25,Female,18-25,Central
C14114,50,Male,36-50,North
C17621,37,Male,36-50,East
C17761,64,Male,51-65,Central
C11000,68,Male,65+,North
C17446,25,Male,18-25,North
C10850,52,Male,51-65,West
C13712,45,Female,36-50,South
C11367,24,Female,18-25,West
C10821,57,Male,51-65,Central
C11624,52,Female,51-65,West
C12772,39,Male,36-50,South
C17232,48,Male,36-50,North
C14089,55,Female,51-65,South
C10916,18,Female,18-25,North
C13986,42,Female,36-50,East
C12875,64,Female,51-65,East
C11440,43,Female,36-50,North
C14400,29,Female,26-35,North
C10735,60,Female,51-65,North
C16434,57,Male,51-65,West
C16245,21,Female,18-25,Central
C16105,42,Female,36-50,North
C13338,59,Male,51-65,Central
C13015,52,Male,51-65,Central
C17789,37,Male,36-50,South
C17117,56,Male,51-65,South
C12889,19,Female,18-25,North
C10961,42,Female,36-50,West
C12989,35,Female,26-35,East
C13848,42,Female,36-50,South
C11026,65,Male,51-65,West
C16228,64,Male,51-65,South
C13865,49,Female,36-50,North
C12863,56,Female,51-65,West
C12501,26,Male,26-35,Central
C11947,45,Female,36-50,North
C16772,41,Male,36-50,North
C17388,19,Male,18-25,South
C11177,25,Female,18-25,South
C14760,54,Male,51-65,South
C10011,68,Male,65+,South
C15252,65,Female,51-65,Central
C14399,22,Female,18-25,West
C13364,35,Female,26-35,East
C13022,47,Female,36-50,South
C13371,50,Female,36-50,Central
C15859,26,Male,26-35,East
C12830,29,Male,26-35,West
C10042,62,Male,51-65,Central
C12390,63,Female,51-65,West
C17981,62,Male,51-65,East
C12545,28,Female,26-35,South
C12411,54,Male,51-65,West
C14986,58,Female,51-65,West
C11004,29,Male,26-35,West
C10020,65,Female,51-65,North
C10406,59,Male,51-65,North
C16762,20,Female,18-25,North
C14431,29,Male,26-35,South
C13188,43,Male,36-50,South
C15243,35,Male,26-35,North
C16542,60,Female,51-65,West
C16936,42,Male,36-50,East
C15923,60,Female,51-65,South
C10714,41,Male,36-50,Central
C14419,37,Male,36-50,Central
C14884,31,Female,26-35,West
C10140,19,Male,18-25,North
C14882,20,Male,18-25,Central
C15921,24,Male,18-25,South
C15453,42,Female,36-50,South
C16012,25,Other,18-25,Central
C10372,65,Male,51-65,Central
C13635,63,Male,51-65,South
C11692,36,Female,36-50,East
C16894,57,Female,51-65,East
C15275,26,Female,26-35,Central
C15767,28,Female,26-35,East
C16813,56,Female,51-65,Central
C11681,67,Female,65+,Central
C14016,29,Male,26-35,West
C12636,66,Female,65+,West
C16787,57,Female,51-65,North
C12137,39,Female,36-50,Central
C13416,66,Other,65+,West
C14445,52,Male,51-65,Central
C11286,49,Male,36-50,Central
C17518,21,Female,18-25,North
C13179,22,Female,18-25,North
C17753,48,Male,36-50,South
C17052,64,Female,51-65,East
C16302,56,Other,51-65,East
C13654,64,Male,51-65,North
C12359,43,Female,36-50,West
C10444,37,Female,36-50,East
C16441,45,Female,36-50,South
C10035,43,Female,36-50,South
C11475,26,Female,26-35,North
C13957,68,Male,65+,South
C11798,43,Female,36-50,East
C11845,34,Female,26-35,North
C11408,56,Female,51-65,East
C15291,68,Male,65+,South
C15495,31,Female,26-35,South
C15481,58,Female,51-65,Central
C16702,57,Female,51-65,South
C16284,57,Male,51-65,West
C17030,59,Male,51-65,South
C17285,67,Male,65+,North
C13976,56,Male,51-65,North
C13097,55,Female,51-65,North
C15902,34,Female,26-35,West
C15079,55,Female,51-65,Central
C12425,28,Male,26-35,Central
C15752,67,Other,65+,South
C11660,48,Female,36-50,East
C16825,34,Male,26-35,East
C12631,48,Male,36-50,South
C14815,43,Male,36-50,East
C11072,65,Female,51-65,North
C13225,54,Male,51-65,South
C14954,20,Female,18-25,Central
C14145,58,Male,51-65,South
C16807,40,Male,36-50,North
C16674,40,Male,36-50,West
C13683,48,Female,36-50,West
C17227,64,Female,51-65,East
C17334,18,Female,18-25,North
C13273,47,Male,36-50,North
C17000,34,Male,26-35,East
C15010,27,Female,26-35,South
C13040,60,Female,51-65,North
C11462,43,Female,36-50,North
C16385,69,Other,65+,East
C14676,62,Female,51-65,South
C16830,56,Female,51-65,East
C11584,27,Female,26-35,West
C10482,64,Female,51-65,Central
C11249,50,Male,36-50,South
C14768,44,Male,36-50,North
C10630,18,Female,18-25,West
C16804,49,Male,36-50,South
C13503,37,Female,36-50,East
C12852,44,Female,36-50,West
C17822,40,Male,36-50,North
C17622,34,Male,26-35,North
C17327,33,Male,26-35,West
C11546,21,Female,18-25,West
C10649,27,Female,26-35,South
C12637,42,Male,36-50,Central
C11100,61,Male,51-65,East
C16652,59,Female,51-65,South
C10440,48,Female,36-50,South
C11343,60,Male,51-65,West
C15922,35,Male,26-35,South
C14358,52,Male,51-65,Central
C17764,28,Female,26-35,Central
C13729,20,Female,18-25,Central
C13906,27,Female,26-35,North
C11577,31,Female,26-35,West
C17541,45,Other,36-50,East
C16780,50,Male,36-50,East
C14008,20,Male,18-25,South
C17920,63,Male,51-65,East
C16602,49,Male,36-50,West
C15094,58,Female,51-65,East
C13351,26,Male,26-35,South
C11241,38,Male,36-50,East
C11125,32,Female,26-35,South
C12601,60,Female,51-65,South
C16431,39,Male,36-50,North
C11190,60,Male,51-65,North
C16764,44,Male,36-50,South
C15101,47,Male,36-50,Central
C14839,58,Female,51-65,East
C15860,32,Female,26-35,South
C14448,21,Male,18-25,West
C16018,54,Male,51-65,East
C10072,39,Male,36-50,North
C16791,44,Female,36-50,North
C15472,62,Male,51-65,South
C15189,48,Female,36-50,South
C13046,61,Male,51-65,East
C10707,63,Male,51-65,West
C12564,62,Female,51-65,East
C12475,68,Female,65+,South
C16292,47,Male,36-50,South
C12823,44,Other,36-50,North
C17397,44,Male,36-50,North
C11735,59,Female,51-65,East
C13061,30,Male,26-35,South
C14153,42,Male,36-50,East
C17426,39,Female,36-50,East
C12817,41,Female,36-50,South
C12661,37,Female,36-50,North
C11232,47,Female,36-50,Central
C13874,65,Female,51-65,North
C12401,33,Male,26-35,South
C11494,19,Female,18-25,Central
C14211,57,Other,51-65,South
C17431,43,Female,36-50,West
C13883,53,Male,51-65,West
C15561,31,Other,26-35,West
C13619,39,Other,36-50,Central
C16596,46,Female,36-50,South
C17644,43,Female,36-50,Central
C12334,33,Female,26-35,North
C14406,59,Female,51-65,Central
C12665,48,Male,36-50,West
C12493,22,Male,18-25,South
C10632,22,Male,18-25,West
C12102,56,Male,51-65,South
C13083,40,Male,36-50,South
C15519,36,Male,36-50,South
C17123,39,Female,36-50,West
C12562,48,Male,36-50,South
C17709,50,Male,36-50,East
C14443,35,Female,26-35,East
C16770,66,Male,65+,Central
C17271,41,Female,36-50,South
C14725,63,Female,51-65,Central
C15367,65,Male,51-65,West
C10363,65,Male,51-65,South
C17800,38,Female,36-50,South
C14037,60,Female,51-65,South
C16549,36,Female,36-50,North
C11766,36,Male,36-50,Central
C11523,23,Female,18-25,South
C12785,61,Male,51-65,West
C13725,61,Female,51-65,South
C17971,18,Male,18-25,West
C14576,64,Male,51-65,West
C15782,44,Male,36-50,North
C11601,68,Male,65+,North
C10340,19,Female,18-25,Central
C16106,56,Female,51-65,South
C12496,68,Female,65+,North
C15962,43,Female,36-50,East
C14930,28,Male,26-35,Central
C11725,39,Male,36-50,West
C11689,43,Male,36-50,West
C17633,41,Male,36-50,East
C10261,43,Female,36-50,Central
C11442,52,Male,51-65,North
C10405,36,Female,36-50,East
C14437,34,Female,26-35,North
C15435,20,Male,18-25,Central
C17268,61,Male,51-65,North
C10243,63,Male,51-65,Central
C17406,67,Female,65+,North
C10560,59,Female,51-65,West
C14137,34,Male,26-35,South
C12725,55,Female,51-65,Central
C10593,62,Male,51-65,North
C15548,61,Female,51-65,Central
C11826,58,Female,51-65,East
C13229,46,Male,36-50,West
C14073,37,Female,36-50,West
C15789,23,Male,18-25,Central
C13138,20,Male,18-25,Central
C13919,44,Male,36-50,North
C17174,62,Female,51-65,Central
C17842,51,Female,51-65,Central
C16721,42,Female,36-50,Central
C12978,62,Male,51-65,West
C17373,56,Male,51-65,Central
C15907,60,Other,51-65,North
C17935,56,Male,51-65,West
C15656,31,Male,26-35,North
C16965,45,Male,36-50,South
C14259,18,Male,18-25,East
C15901,25,Female,18-25,East
C16976,42,Female,36-50,South
C11133,44,Male,36-50,Central
C16479,69,Male,65+,South
C14917,67,Male,65+,East
C10237,52,Male,51-65,West
C16524,66,Male,65+,East
C12530,31,Male,26-35,South
C11960,25,Male,18-25,South
C17045,31,Female,26-35,West
C11048,28,Other,26-35,East
C12529,22,Male,18-25,South
C17559,35,Female,26-35,West
C12964,34,Male,26-35,West
C17137,55,Male,51-65,South
C17246,23,Female,18-25,West
C17340,28,Female,26-35,South
C16075,29,Female,26-35,West
C17967,54,Female,51-65,South
C13679,30,Female,26-35,South
C14187,47,Male,36-50,West
C13724,47,Female,36-50,East
C10542,39,Male,36-50,North
C10845,32,Female,26-35,North
C13603,63,Female,51-65,Central
C15777,61,Male,51-65,North
C13036,42,Other,36-50,East
C12494,44,Male,36-50,North
C11884,63,Female,51-65,South
C14349,55,Female,51-65,West
C12710,38,Male,36-50,West
C16610,50,Female,36-50,West
C17154,34,Female,26-35,South
C15636,18,Female,18-25,East
C11953,54,Female,51-65,West
C16921,23,Male,18-25,Central
C16488,40,Female,36-50,Central
C16525,62,Other,51-65,North
C10689,47,Male,36-50,West
C15372,21,Male,18-25,South
C11950,50,Female,36-50,West
C10456,49,Male,36-50,West
C15078,28,Female,26-35,North
C12130,63,Male,51-65,West
C15218,32,Female,26-35,North
C14244,68,Female,65+,West
C15448,45,Female,36-50,South
C11179,63,Male,51-65,North
C13565,32,Female,26-35,South
C10882,25,Male,18-25,Central
C16406,52,Female,51-65,West
C17247,30,Female,26-35,East
C10399,22,Male,18-25,West
C16907,68,Male,65+,North
C17427,37,Male,36-50,South
C15891,22,Female,18-25,East
C11638,40,Female,36-50,West
C15671,53,Male,51-65,North
C16928,37,Female,36-50,West
C12148,27,Male,26-35,Central
C11382,39,Male,36-50,North
C11403,66,Male,65+,North
C10819,22,Male,18-25,South
C13292,65,Female,51-65,Central
C14219,56,Male,51-65,Central
C14517,68,Male,65+,South
C17857,56,Male,51-65,East
C11508,30,Female,26-35,Central
C17795,43,Male,36-50,Central
C17870,53,Female,51-65,North
C15693,27,Female,26-35,West
C10767,37,Female,36-50,South
C12044,59,Male,51-65,South
C16626,69,Male,65+,West
C16662,33,Male,26-35,West
C16298,19,Other,18-25,North
C13029,64,Female,51-65,North
C11549,64,Female,51-65,East
C11764,52,Female,51-65,West
C16140,54,Female,51-65,South
C13716,29,Male,26-35,East
C14605,27,Male,26-35,Central
C15302,20,Female,18-25,West
C14481,22,Male,18-25,North
C17898,64,Male,51-65,East
C16548,44,Female,36-50,East
C12293,53,Female,51-65,East
C14837,44,Female,36-50,Central
C17758,65,Male,51-65,North
C16793,43,Female,36-50,Central
C17638,36,Female,36-50,West
C17993,62,Male,51-65,West
C15542,65,Male,51-65,North
C10900,65,Male,51-65,West
C16208,65,Male,51-65,East
C13084,41,Male,36-50,West
C16356,29,Male,26-35,West
C12009,21,Male,18-25,East
C16636,57,Female,51-65,South
C17380,54,Other,51-65,North
C10163,65,Female,51-65,Central
C10464,42,Male,36-50,North
C12442,40,Male,36-50,East
C16036,60,Other,51-65,East
C12355,33,Male,26-35,East
C15887,52,Female,51-65,Central
C14724,62,Male,51-65,West
C17961,64,Female,51-65,West
C15827,67,Female,65+,North
C15683,35,Male,26-35,North
C13835,43,Male,36-50,East
C11459,37,Male,36-50,South
C16044,60,Female,51-65,North
C13493,37,Male,36-50,West
C12672,39,Male,36-50,South
C14200,51,Female,51-65,Central
C10392,36,Male,36-50,Central
C10424,51,Female,51-65,Central
C16272,24,Male,18-25,South
C17297,39,Male,36-50,Central
C13631,66,Female,65+,South
C17177,36,Female,36-50,West
C13897,69,Male,65+,North
C14095,35,Female,26-35,North
C12279,58,Female,51-65,East
C10788,36,Male,36-50,North
C17451,52,Female,51-65,West
C12247,35,Male,26-35,East
C17088,56,Other,51-65,North
C10078,47,Female,36-50,South
C13926,61,Male,51-65,South
C10855,26,Male,26-35,East
C16724,53,Female,51-65,South
C16592,66,Female,65+,South
C11031,25,Female,18-25,East
C14940,53,Female,51-65,West
C13271,66,Female,65+,East
C13576,32,Female,26-35,Central
C14182,22,Male,18-25,South
C16186,19,Male,18-25,North
C13456,22,Female,18-25,North
C17788,53,Male,51-65,South
C10407,27,Male,26-35,Central
C17650,58,Female,51-65,West
C13088,62,Female,51-65,North
C10147,65,Male,51-65,East
C14327,67,Male,65+,East
C10365,46,Male,36-50,South
C17395,35,Male,26-35,Central
C11674,42,Female,36-50,South
C14531,53,Male,51-65,West
C15330,36,Female,36-50,North
C15510,22,Other,18-25,North
C16683,34,Female,26-35,North
C13562,55,Female,51-65,North
C15380,20,Male,18-25,South
C10772,53,Male,51-65,South
C12037,29,Male,26-35,Central
C13423,45,Male,36-50,East
C12567,60,Male,51-65,East
C16281,61,Male,51-65,East
C13694,25,Male,18-25,East
C15087,26,Female,26-35,Central
C16511,54,Male,51-65,South
C17504,54,Female,51-65,West
C11246,42,Male,36-50,West
C13839,62,Male,51-65,North
C10359,57,Male,51-65,West
C16606,29,Female,26-35,North
C10962,66,Male,65+,East
C13632,51,Female,51-65,East
C17549,33,Male,26-35,North
C11613,64,Female,51-65,South
C12216,34,Female,26-35,South
C10377,29,Female,26-35,South
C14214,42,Female,36-50,West
C10369,26,Male,26-35,East
C12196,33,Female,26-35,South
C10651,28,Female,26-35,South
C15978,38,Female,36-50,North
C15607,22,Male,18-25,Central
C10780,56,Female,51-65,South
C16494,19,Male,18-25,North
C15345,64,Male,51-65,West
C10522,22,Male,18-25,West
C10521,28,Male,26-35,North
C14878,47,Female,36-50,East
C12320,59,Female,51-65,North
C12230,27,Male,26-35,South
C14040,35,Female,26-35,South
C15784,62,Female,51-65,South
C15946,41,Female,36-50,North
C14941,65,Female,51-65,North
C16267,52,Male,51-65,North
C17128,19,Other,18-25,North
C13697,56,Male,51-65,South
C12837,30,Male,26-35,Central
C14083,62,Male,51-65,East
C13243,36,Male,36-50,East
C17602,60,Female,51-65,North
C10685,66,Male,65+,Central
C17031,34,Male,26-35,West
C13988,42,Male,36-50,North
C14066,27,Male,26-35,East
C15341,30,Male,26-35,South
C17798,22,Other,18-25,West
C12544,57,Female,51-65,East
C12990,40,Male,36-50,West
C17697,51,Female,51-65,North
C13468,57,Male,51-65,South
C17165,46,Other,36-50,Central
C16023,32,Female,26-35,North
C17527,36,Male,36-50,South
C16381,67,Female,65+,East
C14758,36,Female,36-50,East
C16379,59,Male,51-65,Central
C16346,22,Female,18-25,West
C14351,47,Male,36-50,North
C10597,54,Female,51-65,North
C11368,46,Male,36-50,East
C12581,28,Male,26-35,South
C17003,54,Female,51-65,Central
C17948,48,Male,36-50,South
C13537,62,Male,51-65,West
C14865,32,Female,26-35,West
C16684,23,Female,18-25,South
C14308,65,Male,51-65,East
C14558,46,Male,36-50,Central
C16579,37,Female,36-50,Central
C10282,29,Male,26-35,South
C13678,58,Male,51-65,South
C11486,29,Male,26-35,South
C14082,62,Male,51-65,North
C14183,29,Male,26-35,Central
C15163,61,Male,51-65,East
C10460,53,Other,51-65,East
C12325,32,Male,26-35,North
C13754,69,Other,65+,West
C12468,44,Female,36-50,West
C11376,52,Female,51-65,East
C12743,35,Female,26-35,South
C10702,23,Male,18-25,Central
C11653,30,Male,26-35,South
C12066,44,Male,36-50,East
C10022,31,Male,26-35,Central
C12460,24,Female,18-25,Central
C15149,56,Male,51-65,East
C15926,58,Male,51-65,East
C16251,62,Male,51-65,West
C17534,44,Female,36-50,South
C17295,58,Female,51-65,West
C15230,50,Male,36-50,South
C16279,27,Female,26-35,Central
C10361,24,Male,18-25,East
C17353,65,Male,51-65,North
C13727,62,Male,51-65,East
C17751,33,Male,26-35,East
C15995,25,Female,18-25,East
C11284,53,Female,51-65,South
C10448,56,Female,51-65,East
C15602,58,Female,51-65,North
C12520,46,Male,36-50,East
C11428,34,Male,26-35,North
C13967,27,Male,26-35,West
C16445,51,Female,51-65,West
C15850,46,Female,36-50,Central
C13137,61,Male,51-65,South
C17080,58,Male,51-65,West
C12159,53,Female,51-65,Central
C15132,25,Female,18-25,South
C12547,46,Male,36-50,North
C16741,32,Female,26-35,West
C12281,18,Male,18-25,South
C12649,62,Female,51-65,East
C10313,27,Female,26-35,North
C12256,40,Female,36-50,Central
C16093,28,Male,26-35,North
C11037,36,Female,36-50,East
C13489,55,Female,51-65,South
C17604,35,Other,26-35,East
C17544,40,Female,36-50,South
C17187,34,Other,26-35,Central
C12634,43,Female,36-50,East
C11778,56,Male,51-65,Central
C17902,43,Female,36-50,North
C15110,23,Male,18-25,Central
C13895,30,Male,26-35,South
C17378,54,Male,51-65,Central
C11124,54,Female,51-65,Central
C10697,27,Other,26-35,East
C12179,53,Male,51-65,North
C11404,18,Female,18-25,Central
C15251,29,Female,26-35,North
C11929,46,Male,36-50,West
C16679,62,Female,51-65,North
C11013,26,Female,26-35,West
C10226,35,Female,26-35,South
C17321,55,Female,51-65,North
C17909,28,Female,26-35,Central
C12023,47,Male,36-50,Central
C14966,68,Female,65+,West
C12452,52,Female,51-65,North
C16345,30,Female,26-35,South
C12085,54,Male,51-65,South
C17085,61,Female,51-65,West
C14283,40,Female,36-50,East
C11080,38,Male,36-50,North
C15036,57,Female,51-65,Central
C12630,29,Male,26-35,West
C13586,41,Female,36-50,Central
