order_id,customer_id,product_id,order_date,payment_method,quantity,discount,gross_amount,discount_amount,total_amount,shipping_cost,profit_margin,net_revenue,net_profit,returned,is_unprofitable,delivery_time_days,delivery_speed
O109030,C11030,P211513,2025-07-09,UPI,1,0.05,43.99,2.200000000000003,41.79,3.34,15.47,41.79,15.47,0,0,4,Standard (4-7 days)
O109031,C17322,P244802,2024-12-16,UPI,5,0.0,405.55,0.0,405.55,9.31,132.63,405.55,132.63,0,0,3,Fast (1-3 days)
O109032,C17689,P226451,2025-06-22,Credit Card,1,0.0,200.47,0.0,200.47,6.95,17.11,200.47,17.11,0,0,5,Standard (4-7 days)
O109033,C12593,P240909,2025-01-29,Debit Card,1,0.3,70.22,21.07,49.15,6.34,15.78,49.15,15.78,0,0,4,Standard (4-7 days)
O109034,C16691,P248091,2025-01-12,Debit Card,2,0.0,23.12,0.0,23.12,5.0,1.94,23.12,1.94,0,0,4,Standard (4-7 days)
O109035,C13992,P240963,2025-03-13,Credit Card,2,0.1,177.8,17.78,160.02,9.3,35.51,160.02,35.51,0,0,3,Fast (1-3 days)
O109036,C14613,P222672,2025-08-13,UPI,3,0.05,2471.31,123.57000000000016,2347.74,11.58,270.15,2347.74,270.15,0,0,7,Standard (4-7 days)
O109037,C10913,P241124,2024-09-28,Credit Card,1,0.15,16.68,2.5,14.18,4.24,-3.11,14.18,-3.11,0,1,8,Delayed (8+ days)
O109038,C16358,P212631,2025-09-01,Debit Card,1,0.15,129.71,19.460000000000008,110.25,6.79,26.28,110.25,26.28,0,0,7,Standard (4-7 days)
O109039,C12181,P234665,2025-08-19,Debit Card,1,0.05,7.17,0.3600000000000003,6.81,2.75,0.31,6.81,0.31,0,0,5,Standard (4-7 days)
O109040,C16428,P232291,2024-01-14,Credit Card,1,0.0,95.79,0.0,95.79,7.19,21.55,95.79,21.55,0,0,3,Fast (1-3 days)
O109041,C13197,P221817,2025-04-29,Credit Card,3,0.2,1376.82,275.3599999999999,1101.46,11.21,297.2,1101.46,297.2,0,0,5,Standard (4-7 days)
O109042,C16040,P211432,2024-07-18,UPI,1,0.1,4.13,0.4099999999999997,3.72,3.18,-2.88,3.72,-2.88,0,1,4,Standard (4-7 days)
O109043,C11462,P218951,2025-01-17,UPI,2,0.2,357.58,71.51999999999998,286.06,8.1,26.23,286.06,26.23,0,0,4,Standard (4-7 days)
O109044,C15968,P208130,2024-12-25,Credit Card,1,0.2,58.38,11.68,46.7,6.47,7.54,46.7,7.54,0,0,4,Standard (4-7 days)
O109045,C16829,P244467,2025-01-01,Credit Card,1,0.0,68.74,0.0,68.74,7.43,11.82,68.74,11.82,0,0,4,Standard (4-7 days)
O109046,C17319,P223136,2023-11-26,COD,1,0.0,13.99,0.0,13.99,1.78,-0.66,13.99,-0.66,0,1,4,Standard (4-7 days)
O109047,C12378,P202559,2025-04-25,PayPal,1,0.0,36.29,0.0,36.29,3.73,7.16,36.29,7.16,0,0,5,Standard (4-7 days)
O109048,C17705,P214744,2024-02-16,PayPal,1,0.0,20.26,0.0,20.26,7.9,1.22,20.26,1.22,0,0,5,Standard (4-7 days)
O109049,C13454,P231155,2025-06-03,COD,1,0.0,7.73,0.0,7.73,3.28,-2.66,7.73,-2.66,0,1,5,Standard (4-7 days)
O109050,C17282,P242298,2024-06-07,Credit Card,1,0.0,14.62,0.0,14.62,4.21,-3.04,14.62,-3.04,0,1,5,Standard (4-7 days)
O109051,C17037,P221021,2025-07-11,UPI,1,0.05,140.02,7.0,133.02,7.38,8.58,133.02,8.58,0,0,4,Standard (4-7 days)
O109052,C13553,P216996,2024-01-28,COD,1,0.0,44.6,0.0,44.6,5.51,10.1,44.6,10.1,0,0,4,Standard (4-7 days)
O109053,C11307,P213187,2025-08-23,UPI,1,0.15,142.6,21.39,121.21,6.44,29.92,121.21,29.92,0,0,5,Standard (4-7 days)
O109054,C14994,P235902,2024-12-18,Credit Card,1,0.0,16.55,0.0,16.55,5.33,-4.01,16.55,-4.01,0,1,3,Fast (1-3 days)
O109055,C15194,P218006,2024-07-04,COD,1,0.05,246.66,12.329999999999984,234.33,9.12,56.49,234.33,56.49,0,0,5,Standard (4-7 days)
O109056,C11189,P216375,2024-11-24,Debit Card,1,0.0,1066.35,0.0,1066.35,9.36,118.6,1066.35,118.6,0,0,4,Standard (4-7 days)
O109057,C15308,P230158,2025-03-06,Credit Card,2,0.1,398.38,39.839999999999975,358.54,9.53,98.03,0.0,0.0,1,0,4,Standard (4-7 days)
O109058,C16221,P247678,2023-10-25,Credit Card,1,0.0,141.88,0.0,141.88,8.5,41.16,141.88,41.16,0,0,6,Standard (4-7 days)
O109059,C17090,P203069,2024-11-30,Debit Card,1,0.1,3.43,0.3400000000000003,3.09,1.12,0.27,3.09,0.27,0,0,6,Standard (4-7 days)
O109060,C17769,P206486,2023-09-13,UPI,2,0.15,281.06,42.16,238.9,7.93,58.96,238.9,58.96,0,0,5,Standard (4-7 days)
O109061,C10687,P217639,2024-04-10,Credit Card,1,0.1,10.63,1.0600000000000005,9.57,5.45,-1.14,9.57,-1.14,0,1,3,Fast (1-3 days)
O109062,C16164,P235428,2024-04-02,UPI,1,0.05,22.8,1.1400000000000006,21.66,3.62,-1.89,21.66,-1.89,0,1,4,Standard (4-7 days)
O109063,C14661,P228800,2025-05-11,UPI,2,0.05,470.16,23.510000000000048,446.65,8.4,116.66,446.65,116.66,0,0,5,Standard (4-7 days)
O109064,C11207,P225618,2024-07-09,PayPal,1,0.1,65.91,6.589999999999996,59.32,7.63,-0.51,59.32,-0.51,0,1,7,Standard (4-7 days)
O109065,C11894,P237220,2025-04-13,Credit Card,1,0.0,25.18,0.0,25.18,3.66,7.67,25.18,7.67,0,0,5,Standard (4-7 days)
O109066,C17389,P211869,2025-01-13,COD,1,0.1,98.57,9.86,88.71,5.77,25.28,88.71,25.28,0,0,4,Standard (4-7 days)
O109067,C14922,P204176,2024-09-02,UPI,1,0.05,19.41,0.9699999999999989,18.44,5.02,2.36,18.44,2.36,0,0,4,Standard (4-7 days)
O109068,C15447,P236454,2024-08-19,COD,2,0.05,165.98,8.299999999999983,157.68,7.97,36.18,157.68,36.18,0,0,5,Standard (4-7 days)
O109069,C16322,P226480,2025-04-04,Credit Card,1,0.0,17.86,0.0,17.86,3.76,1.6,17.86,1.6,0,0,6,Standard (4-7 days)
O109070,C11811,P231500,2023-09-19,Credit Card,3,0.2,54.75,10.950000000000003,43.8,4.76,-1.26,43.8,-1.26,0,1,4,Standard (4-7 days)
O109071,C13183,P205237,2024-12-07,Debit Card,2,0.0,40.42,0.0,40.42,6.58,4.74,40.42,4.74,0,0,4,Standard (4-7 days)
O109072,C17903,P226453,2024-04-16,Debit Card,1,0.0,13.0,0.0,13.0,4.49,-3.45,13.0,-3.45,0,1,5,Standard (4-7 days)
O109073,C13797,P200790,2024-05-03,Debit Card,1,0.0,861.36,0.0,861.36,9.55,93.81,861.36,93.81,0,0,6,Standard (4-7 days)
O109074,C15178,P247595,2025-01-19,Debit Card,1,0.0,63.41,0.0,63.41,4.62,14.4,63.41,14.4,0,0,5,Standard (4-7 days)
O109075,C15446,P246954,2023-10-03,Credit Card,1,0.0,527.88,0.0,527.88,8.53,54.82,527.88,54.82,0,0,3,Fast (1-3 days)
O109076,C17048,P241184,2023-10-02,Credit Card,1,0.2,84.08,16.819999999999993,67.26,6.14,17.4,67.26,17.4,0,0,4,Standard (4-7 days)
O109077,C11644,P214754,2024-04-01,COD,2,0.05,6.5,0.3200000000000003,6.18,4.8,-2.02,0.0,0.0,1,0,6,Standard (4-7 days)
O109078,C13968,P213067,2023-11-11,PayPal,1,0.0,850.93,0.0,850.93,10.42,91.69,850.93,91.69,0,0,4,Standard (4-7 days)
O109079,C12716,P216609,2025-07-23,UPI,4,0.1,472.0,47.19999999999999,424.8,10.05,40.93,424.8,40.93,0,0,4,Standard (4-7 days)
O109080,C10190,P227981,2024-01-14,Debit Card,1,0.0,21.34,0.0,21.34,4.79,2.68,21.34,2.68,0,0,3,Fast (1-3 days)
O109081,C15319,P219563,2025-06-23,Debit Card,1,0.0,53.13,0.0,53.13,4.67,19.24,53.13,19.24,0,0,3,Fast (1-3 days)
O109082,C11335,P209003,2024-09-10,Credit Card,1,0.0,427.08,0.0,427.08,7.97,43.28,427.08,43.28,0,0,5,Standard (4-7 days)
O109083,C14803,P227068,2024-05-02,Credit Card,1,0.0,71.22,0.0,71.22,6.16,13.78,71.22,13.78,0,0,3,Fast (1-3 days)
O109084,C13106,P246996,2024-12-27,Debit Card,1,0.0,5.25,0.0,5.25,1.19,1.17,5.25,1.17,0,0,4,Standard (4-7 days)
O109085,C10378,P204223,2024-06-18,UPI,1,0.0,74.27,0.0,74.27,7.97,12.83,74.27,12.83,0,0,8,Delayed (8+ days)
O109086,C14482,P223904,2025-03-01,UPI,2,0.05,2304.28,115.21000000000004,2189.07,11.98,250.71,2189.07,250.71,0,0,7,Standard (4-7 days)
O109087,C13829,P236834,2024-08-04,Credit Card,1,0.0,5.71,0.0,5.71,3.94,-1.37,5.71,-1.37,0,1,5,Standard (4-7 days)
O109088,C16380,P220746,2024-07-07,Credit Card,1,0.0,48.86,0.0,48.86,3.65,18.34,48.86,18.34,0,0,6,Standard (4-7 days)
O109089,C10615,P231404,2024-03-25,PayPal,1,0.05,61.81,3.0900000000000034,58.72,8.19,8.25,58.72,8.25,0,0,3,Fast (1-3 days)
O109090,C15638,P221407,2025-04-23,Debit Card,1,0.3,114.52,34.36,80.16,6.51,17.54,80.16,17.54,0,0,4,Standard (4-7 days)
O109091,C12330,P220693,2024-08-14,UPI,2,0.2,108.18,21.64,86.54,5.36,24.93,86.54,24.93,0,0,6,Standard (4-7 days)
O109092,C16144,P233014,2025-01-29,UPI,1,0.3,48.74,14.620000000000005,34.12,6.04,4.2,34.12,4.2,0,0,4,Standard (4-7 days)
O109093,C11754,P222121,2024-03-10,PayPal,1,0.0,68.14,0.0,68.14,5.0,3.18,68.14,3.18,0,0,3,Fast (1-3 days)
O109094,C10463,P226403,2023-10-18,Credit Card,3,0.0,93.66,0.0,93.66,7.47,18.75,93.66,18.75,0,0,4,Standard (4-7 days)
O109095,C17397,P211637,2025-02-13,Debit Card,1,0.05,321.17,16.060000000000002,305.11,9.76,26.85,305.11,26.85,0,0,3,Fast (1-3 days)
O109096,C10966,P208612,2023-10-03,COD,1,0.05,60.47,3.019999999999996,57.45,5.0,17.98,57.45,17.98,0,0,5,Standard (4-7 days)
O109097,C14267,P230410,2024-09-27,Debit Card,1,0.2,66.71,13.339999999999996,53.37,5.36,18.66,53.37,18.66,0,0,5,Standard (4-7 days)
O109098,C13158,P205160,2024-06-24,Debit Card,1,0.0,2.59,0.0,2.59,2.69,-2.48,2.59,-2.48,0,1,3,Fast (1-3 days)
O109099,C13624,P234139,2024-06-10,COD,1,0.3,28.4,8.52,19.88,2.71,-1.12,19.88,-1.12,0,1,6,Standard (4-7 days)
O109100,C15242,P207728,2024-05-12,Debit Card,1,0.0,4.51,0.0,4.51,2.14,-1.78,4.51,-1.78,0,1,5,Standard (4-7 days)
O109101,C14938,P204238,2025-05-29,Debit Card,1,0.0,832.12,0.0,832.12,9.32,90.53,832.12,90.53,0,0,6,Standard (4-7 days)
O109102,C15417,P226764,2024-06-24,Credit Card,1,0.1,37.81,3.780000000000001,34.03,7.68,7.63,34.03,7.63,0,0,3,Fast (1-3 days)
O109103,C16004,P218464,2024-04-15,Debit Card,1,0.05,438.05,21.900000000000034,416.15,9.32,107.2,0.0,0.0,1,0,3,Fast (1-3 days)
O109104,C10689,P231943,2024-04-23,COD,1,0.0,17.28,0.0,17.28,4.09,3.69,17.28,3.69,0,0,5,Standard (4-7 days)
O109105,C12622,P230838,2024-06-25,Credit Card,1,0.0,69.67,0.0,69.67,7.57,16.81,69.67,16.81,0,0,3,Fast (1-3 days)
O109106,C15603,P205919,2025-04-01,Credit Card,1,0.0,481.95,0.0,481.95,8.33,49.5,481.95,49.5,0,0,6,Standard (4-7 days)
O109107,C12212,P237092,2024-02-25,COD,1,0.3,77.41,23.22,54.19,5.93,10.33,54.19,10.33,0,0,4,Standard (4-7 days)
O109108,C16120,P207797,2025-01-06,Wallet,1,0.0,49.32,0.0,49.32,6.17,-2.22,49.32,-2.22,0,1,6,Standard (4-7 days)
O109109,C15818,P222467,2023-11-18,Debit Card,1,0.15,9.84,1.4800000000000004,8.36,3.65,0.11,8.36,0.11,0,0,4,Standard (4-7 days)
O109110,C10382,P223736,2024-06-05,Credit Card,1,0.0,215.64,0.0,215.64,8.42,67.05,215.64,67.05,0,0,5,Standard (4-7 days)
O109111,C12256,P209021,2025-05-21,COD,3,0.0,69.03,0.0,69.03,8.65,-3.13,69.03,-3.13,0,1,5,Standard (4-7 days)
O109112,C13810,P203058,2023-10-18,Credit Card,1,0.0,136.05,0.0,136.05,7.3,30.79,136.05,30.79,0,0,7,Standard (4-7 days)
O109113,C13503,P209041,2024-10-12,UPI,1,0.1,2.03,0.19999999999999973,1.83,1.25,-1.1,1.83,-1.1,0,1,4,Standard (4-7 days)
O109114,C11412,P238102,2024-04-25,Debit Card,1,0.15,7.9,1.1800000000000006,6.72,2.79,-0.1,6.72,-0.1,0,1,4,Standard (4-7 days)
O109115,C11583,P201153,2025-06-21,Credit Card,1,0.0,48.1,0.0,48.1,7.12,14.52,48.1,14.52,0,0,5,Standard (4-7 days)
O109116,C16367,P237708,2024-04-08,Debit Card,1,0.0,138.08,0.0,138.08,8.64,32.78,138.08,32.78,0,0,4,Standard (4-7 days)
O109117,C16146,P247375,2024-01-08,Debit Card,1,0.0,333.38,0.0,333.38,8.65,91.36,333.38,91.36,0,0,3,Fast (1-3 days)
O109118,C10371,P212021,2024-03-20,PayPal,1,0.0,59.71,0.0,59.71,6.45,11.46,59.71,11.46,0,0,5,Standard (4-7 days)
O109119,C15806,P227258,2024-09-04,COD,1,0.05,780.8,39.039999999999964,741.76,9.32,79.69,741.76,79.69,0,0,6,Standard (4-7 days)
O109120,C15565,P235847,2024-08-06,Credit Card,1,0.1,204.63,20.460000000000008,184.17,8.71,46.54,184.17,46.54,0,0,3,Fast (1-3 days)
O109121,C10610,P249554,2023-11-06,Credit Card,2,0.0,2300.48,0.0,2300.48,11.6,264.46,2300.48,264.46,0,0,5,Standard (4-7 days)
O109122,C10115,P219359,2025-01-29,Debit Card,1,0.15,41.28,6.189999999999998,35.09,6.36,4.17,35.09,4.17,0,0,4,Standard (4-7 days)
O109123,C17437,P226178,2024-08-27,Debit Card,1,0.0,19.72,0.0,19.72,6.0,2.87,19.72,2.87,0,0,3,Fast (1-3 days)
O109124,C10446,P212914,2024-06-01,Debit Card,4,0.0,36.6,0.0,36.6,6.59,6.22,36.6,6.22,0,0,4,Standard (4-7 days)
O109125,C11391,P207536,2023-10-27,Credit Card,1,0.15,19.58,2.9399999999999977,16.64,3.24,3.42,16.64,3.42,0,0,5,Standard (4-7 days)
O109126,C13324,P233748,2023-10-30,Debit Card,1,0.0,183.53,0.0,183.53,8.77,42.62,183.53,42.62,0,0,4,Standard (4-7 days)
O109127,C11340,P239448,2024-03-28,Debit Card,1,0.05,45.79,2.289999999999999,43.5,5.06,7.12,43.5,7.12,0,0,5,Standard (4-7 days)
O109128,C14510,P246132,2025-05-22,Credit Card,1,0.05,110.42,5.519999999999996,104.9,5.56,7.03,104.9,7.03,0,0,4,Standard (4-7 days)
O109129,C17262,P210486,2024-01-11,Credit Card,1,0.0,144.35,0.0,144.35,6.29,34.13,144.35,34.13,0,0,5,Standard (4-7 days)
O109130,C15904,P202384,2024-08-20,UPI,1,0.0,212.32,0.0,212.32,6.88,18.6,212.32,18.6,0,0,6,Standard (4-7 days)
O109131,C12939,P244312,2023-10-31,Credit Card,1,0.05,32.34,1.6200000000000045,30.72,3.67,7.08,30.72,7.08,0,0,3,Fast (1-3 days)
O109132,C15143,P245088,2025-02-10,UPI,2,0.05,72.64,3.6299999999999955,69.01,6.98,17.17,69.01,17.17,0,0,5,Standard (4-7 days)
O109133,C13699,P241758,2024-02-29,Credit Card,2,0.05,565.64,28.279999999999973,537.36,7.44,57.04,537.36,57.04,0,0,6,Standard (4-7 days)
O109134,C16806,P210787,2025-05-22,Credit Card,1,0.0,38.65,0.0,38.65,6.03,4.79,38.65,4.79,0,0,4,Standard (4-7 days)
O109135,C15969,P234134,2024-05-07,Wallet,1,0.0,24.12,0.0,24.12,3.15,7.7,24.12,7.7,0,0,7,Standard (4-7 days)
O109136,C11073,P235706,2023-10-15,COD,3,0.0,14.25,0.0,14.25,3.73,2.68,14.25,2.68,0,0,6,Standard (4-7 days)
O109137,C17669,P217646,2024-05-08,Debit Card,1,0.0,25.86,0.0,25.86,5.22,2.02,25.86,2.02,0,0,4,Standard (4-7 days)
O109138,C14813,P206187,2025-01-22,Credit Card,1,0.1,26.45,2.6499999999999986,23.8,3.19,6.33,23.8,6.33,0,0,4,Standard (4-7 days)
O109139,C13569,P208495,2025-05-08,UPI,1,0.15,477.26,71.58999999999997,405.67,8.22,40.46,405.67,40.46,0,0,8,Delayed (8+ days)
O109140,C15454,P209885,2024-04-18,PayPal,1,0.0,10.59,0.0,10.59,4.99,-0.22,10.59,-0.22,0,1,6,Standard (4-7 days)
O109141,C13150,P218700,2023-10-04,PayPal,2,0.0,12.04,0.0,12.04,4.74,0.08,12.04,0.08,0,0,5,Standard (4-7 days)
O109142,C11605,P215018,2025-03-11,UPI,2,0.0,136.08,0.0,136.08,6.87,9.46,136.08,9.46,0,0,6,Standard (4-7 days)
O109143,C17194,P230428,2025-05-07,Credit Card,1,0.0,81.47,0.0,81.47,8.4,14.41,81.47,14.41,0,0,6,Standard (4-7 days)
O109144,C16414,P229071,2025-06-21,PayPal,1,0.0,20.43,0.0,20.43,6.14,3.05,20.43,3.05,0,0,5,Standard (4-7 days)
O109145,C14657,P231322,2025-05-21,PayPal,1,0.0,117.95,0.0,117.95,6.87,34.41,0.0,0.0,1,0,5,Standard (4-7 days)
O109146,C16947,P207114,2023-10-21,Credit Card,1,0.1,5.12,0.5099999999999998,4.61,4.05,-2.44,4.61,-2.44,0,1,6,Standard (4-7 days)
O109147,C12294,P206574,2024-12-02,Credit Card,1,0.05,12.24,0.6099999999999994,11.63,3.5,1.15,11.63,1.15,0,0,4,Standard (4-7 days)
O109148,C17943,P224996,2023-12-23,Credit Card,1,0.0,16.32,0.0,16.32,4.59,2.75,16.32,2.75,0,0,7,Standard (4-7 days)
O109149,C13662,P226754,2023-12-27,Credit Card,1,0.0,112.01,0.0,112.01,7.73,31.47,112.01,31.47,0,0,10,Delayed (8+ days)
O109150,C14482,P238297,2024-05-02,Credit Card,1,0.0,6.29,0.0,6.29,2.95,-0.43,6.29,-0.43,0,1,3,Fast (1-3 days)
O109151,C14797,P203809,2025-09-04,Credit Card,2,0.15,33.46,5.02,28.44,4.95,3.58,28.44,3.58,0,0,6,Standard (4-7 days)
O109152,C16702,P246304,2023-11-18,Debit Card,1,0.15,28.63,4.289999999999999,24.34,5.8,2.72,24.34,2.72,0,0,4,Standard (4-7 days)
O109153,C15068,P217550,2025-02-27,UPI,1,0.05,134.76,6.739999999999981,128.02,6.96,28.89,128.02,28.89,0,0,5,Standard (4-7 days)
O109154,C15480,P229249,2025-09-06,Credit Card,1,0.0,202.04,0.0,202.04,6.64,53.97,202.04,53.97,0,0,7,Standard (4-7 days)
O109155,C10983,P241499,2025-06-13,COD,2,0.0,40.82,0.0,40.82,6.92,7.37,40.82,7.37,0,0,4,Standard (4-7 days)
O109156,C15607,P238099,2025-01-12,PayPal,1,0.05,10.09,0.5,9.59,3.43,0.89,9.59,0.89,0,0,7,Standard (4-7 days)
O109157,C10351,P221413,2024-08-07,Debit Card,1,0.0,24.4,0.0,24.4,4.29,4.25,24.4,4.25,0,0,3,Fast (1-3 days)
O109158,C11724,P204687,2025-05-26,Credit Card,2,0.0,22.38,0.0,22.38,3.3,4.53,22.38,4.53,0,0,6,Standard (4-7 days)
O109159,C11951,P238125,2025-08-20,UPI,2,0.0,381.86,0.0,381.86,8.61,125.04,381.86,125.04,0,0,5,Standard (4-7 days)
O109160,C11279,P221123,2024-03-03,Credit Card,3,0.15,33.72,5.059999999999999,28.66,4.38,-2.09,28.66,-2.09,0,1,7,Standard (4-7 days)
O109161,C17389,P233095,2023-12-04,Credit Card,2,0.0,16.5,0.0,16.5,4.96,1.64,16.5,1.64,0,0,6,Standard (4-7 days)
O109162,C11907,P227435,2025-08-12,Debit Card,1,0.05,14.0,0.6999999999999993,13.3,3.23,2.76,13.3,2.76,0,0,6,Standard (4-7 days)
O109163,C14848,P221622,2024-10-28,PayPal,3,0.3,156.69,47.00999999999999,109.68,8.35,41.01,109.68,41.01,0,0,4,Standard (4-7 days)
O109164,C16924,P210285,2025-01-13,Debit Card,1,0.05,414.0,20.69999999999999,393.3,8.79,38.41,393.3,38.41,0,0,4,Standard (4-7 days)
O109165,C11024,P243091,2023-12-27,Credit Card,2,0.0,178.44,0.0,178.44,7.51,46.02,0.0,0.0,1,0,6,Standard (4-7 days)
O109166,C10545,P224927,2024-07-26,Credit Card,4,0.0,273.76,0.0,273.76,7.32,88.5,273.76,88.5,0,0,4,Standard (4-7 days)
O109167,C15565,P205291,2023-11-02,Debit Card,4,0.0,150.16,0.0,150.16,7.86,59.71,150.16,59.71,0,0,6,Standard (4-7 days)
O109168,C14174,P241193,2024-01-11,Debit Card,1,0.05,6.25,0.3099999999999996,5.94,4.28,-1.9,5.94,-1.9,0,1,4,Standard (4-7 days)
O109169,C15355,P248308,2025-08-15,Credit Card,3,0.05,318.45000000000005,15.920000000000073,302.53,10.03,26.27,302.53,26.27,0,0,5,Standard (4-7 days)
O109170,C12381,P203122,2024-11-22,Debit Card,4,0.0,345.4,0.0,345.4,7.51,147.92,345.4,147.92,0,0,3,Fast (1-3 days)
O109171,C10888,P204876,2024-06-20,Credit Card,2,0.0,16.06,0.0,16.06,4.74,2.49,16.06,2.49,0,0,4,Standard (4-7 days)
O109172,C17516,P219112,2024-08-20,COD,1,0.05,35.73,1.7899999999999991,33.94,5.15,6.73,33.94,6.73,0,0,8,Delayed (8+ days)
O109173,C17265,P246474,2024-11-18,Credit Card,1,0.05,409.4,20.46999999999997,388.93,10.35,106.33,388.93,106.33,0,0,5,Standard (4-7 days)
O109174,C11105,P209124,2024-06-13,Credit Card,1,0.0,16.23,0.0,16.23,4.56,2.74,16.23,2.74,0,0,3,Fast (1-3 days)
O109175,C12549,P201823,2025-03-28,Debit Card,1,0.0,16.22,0.0,16.22,3.71,2.78,16.22,2.78,0,0,5,Standard (4-7 days)
O109176,C11990,P236841,2024-05-24,PayPal,1,0.0,570.42,0.0,570.42,9.68,58.77,570.42,58.77,0,0,4,Standard (4-7 days)
O109177,C15596,P210387,2025-04-09,Debit Card,1,0.05,64.79,3.240000000000009,61.55,7.25,9.98,61.55,9.98,0,0,6,Standard (4-7 days)
O109178,C13998,P237163,2025-01-18,PayPal,1,0.0,8.43,0.0,8.43,2.64,-1.97,8.43,-1.97,0,1,4,Standard (4-7 days)
O109179,C13775,P238819,2025-05-30,Credit Card,1,0.0,49.7,0.0,49.7,6.12,8.79,49.7,8.79,0,0,4,Standard (4-7 days)
O109180,C12812,P234244,2025-08-24,Debit Card,1,0.0,43.32,0.0,43.32,5.26,7.74,43.32,7.74,0,0,4,Standard (4-7 days)
O109181,C10920,P218980,2024-05-02,Wallet,1,0.0,36.38,0.0,36.38,6.37,6.36,36.38,6.36,0,0,7,Standard (4-7 days)
O109182,C14645,P224224,2024-11-28,PayPal,1,0.05,495.24,24.75999999999999,470.48,10.36,46.1,0.0,0.0,1,0,3,Fast (1-3 days)
O109183,C12061,P207121,2024-02-20,Credit Card,1,0.0,27.59,0.0,27.59,4.58,-2.37,27.59,-2.37,0,1,3,Fast (1-3 days)
O109184,C14487,P202430,2023-10-22,Wallet,1,0.1,256.41,25.640000000000015,230.77,7.69,20.0,0.0,0.0,1,0,7,Standard (4-7 days)
O109185,C17514,P207954,2024-11-22,COD,1,0.15,6.1,0.9199999999999999,5.18,1.83,-1.42,5.18,-1.42,0,1,3,Fast (1-3 days)
O109186,C16453,P211881,2023-12-17,Credit Card,3,0.0,2515.17,0.0,2515.17,11.27,290.55,2515.17,290.55,0,0,6,Standard (4-7 days)
O109187,C16529,P216917,2023-12-04,Debit Card,2,0.05,366.08,18.30000000000001,347.78,9.17,32.56,347.78,32.56,0,0,4,Standard (4-7 days)
O109188,C17376,P217640,2024-06-02,PayPal,1,0.0,78.34,0.0,78.34,5.88,21.54,78.34,21.54,0,0,3,Fast (1-3 days)
O109189,C15476,P212085,2025-03-18,Credit Card,2,0.05,383.6,19.180000000000007,364.42,8.93,93.11,364.42,93.11,0,0,5,Standard (4-7 days)
O109190,C15069,P226259,2025-03-27,Credit Card,1,0.0,3.0,0.0,3.0,0.66,0.54,3.0,0.54,0,0,6,Standard (4-7 days)
O109191,C17768,P223097,2024-09-07,Debit Card,1,0.05,3.58,0.18000000000000016,3.4,2.48,-2.21,3.4,-2.21,0,1,5,Standard (4-7 days)
O109192,C13639,P202978,2025-03-17,Credit Card,1,0.0,46.82,0.0,46.82,6.75,9.64,46.82,9.64,0,0,4,Standard (4-7 days)
O109193,C13165,P204332,2024-07-16,COD,1,0.0,707.19,0.0,707.19,9.63,75.23,707.19,75.23,0,0,4,Standard (4-7 days)
O109194,C17260,P220037,2025-05-10,UPI,3,0.0,75.24,0.0,75.24,7.66,26.2,75.24,26.2,0,0,6,Standard (4-7 days)
O109195,C14435,P235781,2024-09-01,Credit Card,1,0.1,143.49,14.350000000000023,129.14,7.38,31.36,129.14,31.36,0,0,5,Standard (4-7 days)
O109196,C12644,P215089,2024-07-03,Credit Card,1,0.0,184.56,0.0,184.56,6.49,45.19,184.56,45.19,0,0,3,Fast (1-3 days)
O109197,C17612,P223484,2025-06-25,Credit Card,1,0.2,38.53,7.710000000000001,30.82,5.18,5.61,30.82,5.61,0,0,3,Fast (1-3 days)
O109198,C14852,P214008,2024-01-11,Debit Card,1,0.0,45.45,0.0,45.45,7.11,8.8,45.45,8.8,0,0,3,Fast (1-3 days)
O109199,C11045,P218148,2024-05-01,PayPal,1,0.0,17.27,0.0,17.27,4.49,0.69,17.27,0.69,0,0,3,Fast (1-3 days)
O109200,C16434,P203830,2024-07-12,Credit Card,4,0.1,1423.76,142.37999999999988,1281.38,8.8,349.99,1281.38,349.99,0,0,5,Standard (4-7 days)
O109201,C13556,P202958,2024-12-07,Debit Card,2,0.0,240.64,0.0,240.64,6.69,65.5,240.64,65.5,0,0,6,Standard (4-7 days)
O109202,C17951,P225998,2024-10-30,COD,1,0.0,13.25,0.0,13.25,4.34,0.3,13.25,0.3,0,0,6,Standard (4-7 days)
O109203,C16449,P201540,2025-04-07,Credit Card,1,0.0,7.5,0.0,7.5,2.88,0.12,7.5,0.12,0,0,3,Fast (1-3 days)
O109204,C12681,P230677,2023-11-30,PayPal,1,0.1,51.52,5.150000000000006,46.37,5.51,0.05,46.37,0.05,0,0,3,Fast (1-3 days)
O109205,C13199,P229101,2024-10-03,PayPal,1,0.1,20.07,2.0100000000000016,18.06,3.97,2.35,18.06,2.35,0,0,6,Standard (4-7 days)
O109206,C16768,P241482,2023-12-29,Credit Card,4,0.15,49.32,7.399999999999999,41.92,6.44,12.42,41.92,12.42,0,0,5,Standard (4-7 days)
O109207,C10938,P243967,2024-03-14,Credit Card,1,0.0,123.01,0.0,123.01,6.96,29.94,123.01,29.94,0,0,6,Standard (4-7 days)
O109208,C17440,P207053,2023-12-19,Credit Card,1,0.0,36.84,0.0,36.84,6.04,6.85,36.84,6.85,0,0,6,Standard (4-7 days)
